commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_8,e_9
k_18,68,24,3,2,59,3,77,31,55,63,48,43,8,48,39,6,82,93,59,10,47,21,87,58,31,40,42,91,72,26,75,75,63,60,23,81,91,52,33,76,53,23,79,76,91,94,45,6,39,96,89,58,83,62,87,66,27,31,26,65,10,57,42,88,26,11,50,32,76,10
k_19,47,35,48,42,78,13,81,98,81,38,73,23,74,97,94,90,10,20,67,59,84,53,90,87,38,31,58,77,11,49,63,9,19,81,35,23,92,80,8,73,26,8,27,76,62,30,77,79,99,69,30,89,88,10,25,18,92,82,85,88,88,13,51,27,18,90,72,65,43,17
k_20,7,88,74,17,65,70,16,83,86,51,30,51,93,49,5,74,71,94,80,96,56,73,95,22,58,72,60,99,88,29,82,85,96,93,41,73,70,65,1,5,70,88,81,22,77,45,48,99,66,53,14,95,55,50,75,11,87,9,90,36,89,3,20,84,50,91,74,17,63,45
k_21,37,30,98,58,59,47,14,81,86,64,3,56,1,89,4,92,53,65,62,61,41,41,58,91,6,18,56,96,80,29,48,37,22,21,97,43,2,81,21,10,92,49,47,68,47,47,17,43,84,50,52,13,78,71,77,92,45,22,79,35,68,100,23,46,95,11,75,15,48,66
k_22,26,19,87,98,41,9,8,85,59,69,93,16,61,51,85,18,35,59,43,51,12,79,48,76,72,14,36,38,14,80,4,94,39,90,42,91,91,94,65,17,86,55,81,2,16,93,14,80,67,40,8,11,70,1,79,22,48,70,66,31,33,87,6,3,40,10,64,21,48,28
k_23,57,55,87,65,71,56,40,32,16,93,15,36,46,76,13,19,96,25,28,77,28,61,87,80,24,32,73,87,86,61,87,90,27,89,60,11,16,50,35,45,45,2,39,91,77,67,11,18,65,11,32,31,40,80,68,20,83,18,71,36,80,19,72,93,85,14,76,15,26,48
k_24,7,74,83,82,68,23,74,38,50,6,74,56,35,83,60,33,58,32,6,77,73,18,97,27,59,56,29,80,57,8,27,58,28,90,88,19,96,45,82,94,99,92,37,45,54,16,21,79,50,79,21,16,37,19,70,12,51,93,36,44,98,30,60,17,46,51,23,4,17,3
k_25,32,52,2,92,75,28,17,36,27,16,83,52,5,93,4,82,15,97,72,91,26,85,76,24,23,68,86,100,59,49,99,45,14,94,19,31,59,79,2,29,90,52,89,47,98,59,82,94,46,19,24,96,39,2,75,66,33,39,38,91,63,49,41,66,1,2,38,99,45,37
k_26,52,36,14,92,87,74,98,39,6,16,13,84,51,39,25,69,86,92,82,82,71,75,7,87,32,34,68,34,13,37,81,44,33,35,26,88,21,71,73,69,69,45,21,92,11,30,26,11,68,97,24,26,65,40,29,40,68,70,63,13,18,30,3,66,90,1,56,53,23,100
k_27,1,4,40,32,19,100,57,59,30,30,13,34,92,37,26,10,70,28,66,1,76,7,17,25,75,51,83,24,46,3,68,37,18,90,36,43,17,45,34,11,1,91,12,10,45,57,68,93,54,42,50,7,22,48,78,61,49,3,53,45,55,74,6,29,95,48,66,74,38,69
k_28,54,46,51,60,52,16,7,95,91,62,27,93,20,26,4,23,79,66,43,89,96,95,9,97,54,24,7,64,52,53,84,7,25,6,85,14,52,12,28,91,86,82,88,16,8,50,63,71,47,42,4,38,19,73,35,98,45,67,79,7,85,3,75,91,14,64,83,49,50,77
k_29,21,74,38,48,49,53,38,100,49,65,85,91,76,77,17,92,74,7,17,38,72,91,26,34,50,97,21,65,41,58,82,36,68,27,30,30,24,57,16,88,1,28,47,63,91,82,55,16,11,77,70,17,67,6,68,34,33,81,98,56,100,98,54,73,91,52,55,69,28,100
k_30,1,72,63,93,38,20,54,42,52,83,56,34,32,35,14,74,50,58,83,90,58,90,12,6,23,96,76,79,93,89,52,92,21,92,4,36,90,24,33,29,60,76,65,74,87,67,75,47,100,37,85,24,29,50,62,5,17,76,66,79,93,96,49,27,47,9,31,2,23,8
k_31,68,26,94,16,35,15,31,94,71,55,28,43,15,61,10,97,87,27,54,85,91,71,7,10,55,67,48,4,36,79,50,13,8,48,1,94,15,51,21,54,69,18,47,85,27,24,51,100,9,11,30,13,60,76,20,9,79,1,13,31,69,78,85,47,4,56,87,27,25,18
k_32,50,58,16,30,77,9,83,57,56,78,57,51,75,36,53,2,47,45,35,3,26,36,52,21,84,15,93,11,96,85,38,18,7,15,39,85,7,8,5,97,14,94,33,75,97,25,49,77,76,47,50,57,38,83,14,22,95,6,58,88,29,74,68,30,9,55,37,33,100,7
k_33,64,93,9,6,77,61,17,96,94,86,41,19,73,78,69,76,56,28,40,10,82,3,75,87,40,11,74,73,69,66,23,63,68,23,66,6,13,30,10,99,93,87,22,65,82,92,80,54,71,98,53,86,52,21,59,7,70,90,7,96,74,99,51,32,11,6,36,74,57,19
k_34,32,26,42,32,11,68,6,14,73,24,74,14,79,69,15,23,56,72,22,20,97,2,29,95,37,75,14,92,30,7,91,15,43,45,19,76,67,19,63,62,28,73,84,75,85,85,14,98,49,48,23,8,60,82,1,33,31,57,18,15,79,88,9,61,66,83,17,36,36,72
k_35,31,48,62,5,44,92,23,15,7,2,79,68,19,38,93,29,50,71,90,14,84,91,83,40,78,9,36,2,14,21,42,29,38,79,23,98,95,19,8,29,13,80,27,88,99,99,73,80,50,16,22,32,23,96,45,23,3,63,73,57,9,41,53,3,1,71,6,87,17,25
k_36,17,15,16,25,22,37,97,54,89,85,17,41,45,16,84,45,27,6,18,85,65,32,83,18,33,71,10,85,45,81,46,81,4,56,81,41,35,49,71,9,75,80,51,15,97,92,95,49,22,2,28,95,34,93,17,13,8,57,81,86,46,49,46,47,17,63,54,85,55,14
k_37,6,47,60,86,51,23,34,38,98,13,45,13,4,19,49,12,69,57,86,60,75,94,86,50,37,6,51,82,7,72,48,15,33,19,96,2,42,88,80,13,27,18,7,28,41,67,62,43,97,43,90,95,81,34,55,83,63,88,95,4,28,67,20,98,73,15,26,3,86,57
k_38,86,72,16,30,78,62,81,23,78,3,62,73,54,71,25,12,23,16,47,48,47,39,45,28,15,62,4,73,86,41,44,85,48,33,9,70,31,5,56,45,43,73,38,93,91,49,16,60,25,47,32,15,72,91,79,15,46,88,74,86,97,76,89,73,75,20,59,58,35,4
k_39,99,85,72,69,28,78,56,53,54,38,15,64,49,80,40,50,52,82,34,39,9,16,99,20,50,73,19,98,34,27,87,88,14,75,41,60,7,84,48,23,10,19,88,55,78,61,87,10,80,81,75,24,52,33,19,60,8,73,41,26,12,87,32,98,30,55,1,77,46,76
k_40,29,98,44,63,57,91,99,15,71,83,94,55,76,74,18,8,76,23,27,32,87,78,4,42,44,35,39,47,95,59,63,3,33,100,22,89,16,99,26,65,5,25,13,52,80,100,21,65,37,80,72,62,49,93,35,73,31,87,15,2,3,77,91,45,74,52,75,33,77,94
k_41,81,10,93,96,59,28,28,16,41,23,59,50,88,78,42,43,94,47,64,63,69,50,47,29,2,29,86,31,76,77,50,100,99,52,93,74,100,42,49,97,89,41,34,68,61,100,40,44,80,98,41,64,5,58,55,54,23,71,87,25,76,59,46,12,65,74,77,66,85,24
k_42,91,22,67,17,30,15,20,18,76,3,45,10,89,21,85,45,95,75,98,73,83,77,41,29,90,8,26,41,27,79,42,77,25,23,43,85,54,84,25,41,34,7,10,28,15,43,3,81,38,82,74,82,19,93,20,88,75,30,70,46,80,21,30,38,47,9,36,92,66,61
k_43,82,17,27,11,66,73,47,47,43,71,57,30,4,78,97,40,27,96,59,25,73,35,21,28,51,94,86,41,24,86,23,57,65,77,80,92,78,81,97,13,66,95,93,49,100,31,9,36,82,88,13,59,4,49,5,6,76,53,9,3,43,57,59,78,52,70,58,14,8,30
k_44,67,22,98,50,44,23,18,59,29,23,23,12,44,70,60,98,68,66,60,31,85,46,54,96,27,38,78,29,19,1,38,39,67,41,63,31,58,69,15,14,96,87,47,97,4,97,45,29,98,38,24,71,13,8,67,36,30,73,47,75,66,44,89,63,39,1,53,2,98,99
k_45,88,51,70,5,56,31,75,88,34,25,81,22,59,89,89,95,48,7,41,30,17,16,74,64,39,30,84,19,9,25,64,51,16,97,88,9,39,35,45,72,44,80,82,6,62,74,64,15,69,6,89,27,10,22,41,95,73,97,15,86,57,22,12,81,46,67,77,25,91,22
k_46,51,38,88,20,90,7,49,90,95,62,42,88,73,86,53,98,15,87,66,3,47,60,92,31,57,66,69,20,99,61,80,54,35,39,21,24,96,79,100,21,11,100,19,24,24,62,94,13,4,10,13,75,63,3,13,97,2,64,23,55,61,13,49,11,85,92,24,93,44,82
k_47,9,87,13,32,19,32,12,20,97,55,54,67,28,29,27,61,11,86,15,1,33,38,60,61,53,99,53,23,36,29,35,65,12,15,99,28,68,2,66,70,18,54,63,21,37,44,60,39,54,31,40,92,23,58,100,72,88,41,36,66,57,32,43,44,74,91,14,28,43,26
k_48,75,60,35,80,52,10,19,82,65,31,17,29,92,2,99,19,10,98,52,6,63,43,99,71,75,32,35,30,96,73,54,92,8,71,53,73,26,60,82,25,18,3,46,61,63,30,94,94,49,88,92,69,52,44,98,88,11,18,71,6,74,21,59,66,80,39,15,15,66,79
k_49,87,45,98,14,31,58,34,29,83,29,98,36,90,12,9,11,32,64,92,34,28,27,3,19,10,98,60,57,89,31,63,9,16,19,30,59,87,53,10,87,75,36,1,48,52,65,25,88,7,22,14,92,6,3,95,37,94,79,5,90,89,11,1,74,56,60,97,58,40,51
k_50,100,51,88,27,66,53,33,56,63,32,40,61,42,87,96,14,2,27,62,26,75,86,5,6,91,65,13,55,26,24,60,26,63,60,94,23,30,7,5,36,40,50,40,65,8,91,29,55,42,72,34,66,99,45,48,26,100,89,83,77,19,42,46,50,81,62,65,96,100,24
k_51,79,87,40,73,54,21,6,92,7,9,82,63,61,43,44,43,94,14,11,54,27,74,97,28,32,63,28,68,92,29,8,37,27,69,50,26,79,64,35,73,95,5,65,17,11,1,18,17,31,9,71,83,92,30,44,68,87,27,79,8,33,37,83,41,8,72,96,67,68,40
k_52,41,28,7,2,49,93,93,53,67,37,83,43,6,2,43,64,59,3,51,48,92,51,42,65,45,29,89,93,94,7,31,53,56,73,8,4,19,50,48,60,12,81,38,7,100,53,89,51,87,79,100,4,85,21,67,66,48,25,24,100,39,56,51,28,3,67,65,48,9,5
k_53,80,48,29,85,48,48,97,69,8,31,20,82,98,57,41,5,84,22,85,6,57,69,26,2,88,21,56,2,84,87,56,28,70,40,98,35,61,85,83,71,88,34,93,99,33,85,67,53,100,89,1,55,49,62,97,97,30,86,66,60,44,25,20,8,3,77,62,61,36,9
k_54,63,58,82,31,8,23,63,18,38,70,77,78,37,43,17,95,23,92,4,21,85,80,61,67,62,51,87,21,16,13,56,65,73,60,10,81,7,21,60,71,71,35,90,80,79,27,47,69,77,62,99,24,48,49,78,6,14,83,34,15,99,59,31,61,72,87,59,44,69,80
k_55,74,25,8,95,32,80,98,36,74,62,75,43,73,15,3,14,3,81,90,36,94,42,61,24,48,26,48,15,81,61,70,10,67,6,34,45,76,55,36,62,19,15,60,55,83,54,54,31,53,46,85,65,14,31,96,58,48,96,10,69,2,6,11,84,31,66,14,94,35,1
k_56,41,27,50,97,12,9,65,86,40,41,7,59,56,80,55,36,45,92,94,13,84,11,100,28,22,77,89,87,54,53,48,55,30,28,86,9,98,73,84,9,52,32,85,38,25,59,59,15,87,31,28,78,35,47,85,26,5,8,50,64,5,11,72,24,97,20,19,67,96,64
k_57,95,24,80,13,36,99,7,65,61,51,41,35,15,46,30,75,27,38,42,41,75,56,95,37,53,90,12,22,57,19,37,47,48,22,86,29,21,57,4,52,62,16,86,12,95,79,68,49,77,98,81,31,19,18,73,20,24,89,97,74,72,76,72,57,80,94,37,64,76,22
k_58,68,27,4,99,94,5,57,55,4,74,52,62,29,80,47,40,64,17,16,53,13,20,28,67,9,7,62,45,13,21,87,63,25,88,42,39,27,54,27,1,54,68,91,31,7,59,26,14,94,43,71,22,10,7,57,22,87,44,42,4,65,74,15,2,73,64,97,17,12,25
k_59,2,75,29,13,88,21,13,94,18,4,68,91,82,95,41,80,78,48,82,13,53,95,32,8,95,6,11,82,14,2,48,62,32,15,76,89,18,72,30,55,30,26,27,78,53,67,43,67,20,59,44,97,43,81,16,57,13,64,42,36,72,49,33,20,66,23,21,93,51,45
k_60,20,41,12,61,11,90,10,12,95,10,41,59,45,67,40,50,32,61,100,24,2,46,36,34,84,78,82,27,86,45,14,19,52,55,94,32,66,31,24,22,68,55,89,27,35,81,88,82,12,60,58,72,41,81,33,85,40,66,65,12,16,26,26,99,46,57,69,21,87,74
k_61,75,2,72,85,77,29,36,17,56,28,78,68,86,19,21,2,94,60,59,52,81,52,35,3,60,5,24,14,58,43,99,53,74,9,73,5,89,70,76,49,80,87,10,24,59,12,84,66,81,41,44,26,12,33,94,23,50,41,26,87,20,96,81,75,16,54,51,50,82,77
k_62,85,26,67,76,58,85,86,49,28,13,12,99,87,70,60,47,79,61,95,72,82,65,56,36,66,56,98,1,76,45,7,53,26,64,45,100,2,74,90,78,8,25,4,71,68,94,72,69,6,40,12,70,65,87,40,10,27,88,55,67,41,33,8,80,29,18,92,80,65,18
k_63,61,39,42,70,84,93,35,80,29,82,55,62,5,32,21,70,61,74,71,39,39,17,26,36,65,14,6,99,94,21,98,3,83,57,63,49,79,46,69,11,69,86,60,72,69,34,44,23,11,61,51,97,42,69,32,50,82,61,19,34,79,38,42,31,15,6,8,52,2,22
k_64,86,42,66,88,61,78,77,6,21,66,67,82,26,23,64,27,29,18,40,49,79,55,63,75,87,18,37,3,1,53,30,20,25,25,99,86,91,95,45,15,29,97,49,3,79,100,64,57,68,4,88,17,100,37,85,99,53,74,45,69,49,84,54,67,79,67,78,3,24,91
k_65,45,94,96,22,3,69,4,77,100,76,76,82,31,22,65,93,54,15,50,10,46,55,63,88,6,63,24,28,78,36,44,61,2,71,7,3,53,50,41,40,26,6,7,4,87,7,4,47,35,47,66,47,11,16,27,3,52,85,80,43,60,98,98,9,49,58,54,2,45,45
k_66,48,34,53,51,46,79,45,46,99,9,3,81,88,98,81,62,54,91,81,13,74,97,9,25,89,49,78,56,24,27,98,43,56,65,76,47,10,91,62,59,39,90,91,78,45,14,86,45,52,33,14,35,28,88,54,86,33,31,20,37,26,82,28,91,66,17,14,97,16,37
k_67,75,99,64,92,57,91,82,18,1,12,24,94,88,36,97,26,24,26,17,76,14,82,100,66,87,67,7,98,81,76,81,94,76,44,95,68,18,88,99,36,16,37,82,98,17,30,11,32,51,49,19,28,33,17,97,46,63,34,68,89,2,97,42,78,67,68,33,95,21,79
k_68,21,80,70,77,85,47,85,3,53,69,40,59,88,55,72,8,82,100,57,3,67,17,37,14,34,19,69,38,52,52,87,40,98,34,85,68,52,65,57,55,98,69,71,5,56,80,42,67,6,50,76,23,79,85,97,80,22,89,81,40,68,65,76,18,71,73,69,81,44,71
k_69,81,29,4,47,73,65,87,15,57,12,27,81,85,71,89,7,86,77,76,36,84,72,67,43,61,82,21,84,100,26,35,2,14,53,26,30,58,42,9,58,83,52,78,35,64,62,1,40,40,38,83,88,70,61,79,27,17,11,11,31,48,95,12,71,61,64,37,37,46,98
k_70,34,28,69,61,59,99,6,43,17,67,27,69,28,55,47,90,89,29,28,30,4,92,54,100,90,57,37,26,55,48,96,85,99,56,23,63,85,70,99,1,57,51,34,57,13,4,82,64,37,98,44,93,88,4,78,20,92,89,69,67,32,79,62,79,10,45,91,94,74,90
k_71,2,68,99,72,60,71,45,53,93,66,88,35,74,13,26,49,58,92,10,22,57,26,59,71,37,27,81,91,86,19,47,74,5,71,45,79,79,60,23,86,86,41,82,74,33,85,74,86,30,29,65,93,33,41,43,77,66,2,24,69,97,74,35,88,87,90,65,92,58,13
k_72,74,50,23,90,97,82,36,75,92,39,2,67,7,75,78,91,50,67,88,37,47,24,51,50,82,46,94,14,57,74,32,56,80,40,92,35,69,18,24,57,63,10,70,85,21,82,90,55,79,12,10,23,3,42,94,51,50,74,24,69,46,32,13,45,100,79,10,17,8,99
k_73,78,42,24,76,98,2,78,30,45,18,92,31,49,81,35,70,7,71,29,48,49,54,83,64,69,55,89,48,1,68,74,99,86,23,72,80,29,67,16,49,57,95,40,39,53,76,38,64,74,8,8,8,76,41,67,40,56,24,94,98,65,99,74,61,3,14,36,72,8,23
k_74,39,77,4,37,34,17,85,7,55,53,99,28,60,87,76,22,53,43,13,31,100,64,78,1,53,15,33,80,2,90,67,25,74,62,9,71,27,11,78,87,92,12,30,29,19,32,96,8,39,7,62,22,72,70,27,42,24,53,71,98,15,5,13,28,50,42,100,45,17,73
k_75,26,53,42,29,25,94,19,58,32,48,93,39,3,64,29,16,15,72,39,43,46,82,74,12,90,1,100,59,89,70,11,28,99,22,65,7,77,22,14,76,57,96,92,82,91,80,43,88,80,62,2,18,1,17,58,66,100,21,50,97,70,40,28,57,33,42,45,21,5,23
k_76,33,90,6,75,66,71,10,25,53,93,31,81,80,63,41,76,86,29,95,58,26,39,77,67,37,46,81,64,26,5,3,21,21,53,18,43,16,8,88,38,44,20,10,74,87,5,72,72,8,21,43,15,87,39,96,16,43,12,68,23,27,91,21,33,53,83,44,93,90,16
k_77,23,21,49,78,72,14,49,7,60,79,58,82,15,65,72,10,41,49,36,20,74,14,89,50,3,10,20,49,87,13,45,100,12,57,63,87,32,38,27,49,96,33,15,39,41,80,54,85,3,67,65,45,65,83,45,73,31,47,15,6,52,20,41,64,4,44,62,33,38,46
k_78,9,64,99,38,81,11,85,47,16,79,14,65,19,36,88,5,28,58,78,53,37,23,32,38,56,80,53,97,7,20,37,35,29,70,75,53,74,42,10,90,16,12,34,68,26,20,5,95,60,59,52,36,21,54,82,17,16,52,51,69,62,99,28,54,3,57,25,74,51,89
k_79,79,17,38,23,75,64,84,40,15,8,13,90,16,61,45,25,52,14,27,74,98,91,29,25,7,60,73,23,19,67,7,38,39,91,58,30,39,76,97,94,9,43,47,33,33,61,58,35,80,72,71,75,16,38,87,88,57,1,45,67,46,41,23,58,80,60,50,22,52,4
k_80,25,24,74,42,91,51,59,44,28,96,32,65,56,8,97,95,72,48,67,40,97,71,69,13,39,92,33,41,94,43,73,36,31,26,21,66,46,17,29,62,7,33,42,17,42,43,17,43,61,100,19,60,100,79,60,72,44,74,59,49,46,83,60,85,25,3,16,28,64,27
k_81,6,22,20,36,76,23,58,47,69,93,35,97,22,84,60,67,71,71,33,40,32,54,64,62,62,48,43,84,52,68,32,39,68,90,68,23,18,30,52,51,10,45,52,38,44,69,76,81,31,44,69,82,9,3,93,63,31,4,82,42,53,45,15,58,24,92,90,89,49,37
k_82,39,19,89,78,4,70,34,1,94,52,55,24,40,72,66,89,67,2,8,78,87,54,97,34,98,70,22,60,57,44,47,68,9,54,13,96,32,69,40,42,19,85,89,70,16,1,80,92,65,94,63,23,41,14,62,74,32,8,98,32,5,66,86,64,67,59,84,20,92,40
k_83,75,53,69,74,88,98,88,49,29,25,24,49,2,71,10,47,17,39,94,76,52,35,90,48,36,2,98,33,54,99,14,72,50,72,100,82,97,94,94,35,67,98,39,21,21,79,72,90,53,43,93,99,55,8,33,70,88,40,21,17,66,56,16,44,52,50,21,72,100,8
k_84,63,23,81,76,41,8,79,98,92,96,23,65,23,21,45,25,2,48,98,92,55,91,68,22,19,5,75,42,42,87,11,69,67,22,22,28,81,11,24,87,19,71,2,33,71,50,40,2,19,84,82,33,37,51,18,14,91,60,36,69,23,66,76,62,88,26,19,38,86,26
k_85,56,32,24,7,26,95,4,35,99,65,37,7,33,2,50,82,57,18,20,92,55,43,77,81,87,79,66,14,22,15,78,64,40,78,52,98,39,33,38,99,11,34,1,96,1,89,1,70,8,100,41,26,95,53,46,47,26,46,94,41,18,98,95,44,62,74,70,84,55,14
k_86,67,85,50,68,68,90,74,73,72,31,38,75,99,6,84,52,67,3,35,38,26,8,82,40,12,78,41,8,21,27,39,13,45,43,11,22,1,94,33,17,9,96,53,49,17,73,55,98,31,35,42,48,19,97,81,21,45,15,72,57,6,63,32,38,80,19,90,92,88,34
k_87,43,80,94,27,79,98,98,35,27,7,68,82,27,86,63,76,74,10,76,46,65,23,61,63,59,90,90,13,76,40,35,35,37,71,69,26,58,6,73,3,31,66,45,94,16,66,56,90,3,97,87,21,47,65,2,50,47,11,73,27,24,98,35,43,23,56,76,71,9,74
k_88,37,68,10,30,8,97,53,79,62,29,7,99,18,3,89,13,77,87,24,4,58,77,48,63,21,15,16,89,64,77,16,89,34,3,26,97,64,46,30,68,25,87,86,90,20,28,54,68,48,14,19,88,52,24,66,12,44,21,93,58,77,57,61,50,2,47,65,70,85,94
k_89,73,37,49,46,74,76,82,31,33,11,99,68,72,45,95,92,68,36,3,41,100,39,50,62,98,15,27,25,63,84,77,46,44,43,82,21,85,26,67,6,7,41,25,77,21,75,85,73,47,61,84,50,74,2,56,26,7,93,28,36,46,58,17,65,84,62,56,9,11,32
k_90,53,40,62,86,68,40,51,59,22,23,83,17,98,33,41,17,89,29,64,34,40,36,74,15,3,98,34,83,52,66,60,99,54,54,50,99,92,78,9,61,9,39,50,46,96,7,2,72,33,66,18,92,69,36,63,90,47,96,33,97,69,26,72,43,49,55,55,14,39,43
k_91,97,73,91,80,76,47,14,77,66,2,25,58,55,97,6,71,57,53,57,13,10,66,36,31,58,6,53,80,38,74,74,87,46,16,86,83,16,4,5,35,12,24,69,98,27,28,5,88,54,87,79,83,60,95,41,71,14,79,35,53,85,53,29,4,24,36,91,76,62,96
k_92,62,19,81,52,92,100,11,52,24,3,35,62,69,11,100,2,7,38,57,4,63,16,90,89,100,14,39,2,85,83,36,97,90,81,74,9,50,24,89,58,45,36,71,98,72,69,64,87,68,47,53,48,99,96,83,32,38,31,90,87,75,70,7,16,14,26,22,50,74,10
