commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_8,e_9
k_61,20,80,53,55,10,36,74,52,92,50,80,68,28,71,56,74,54,39,52,86,16,37,41,25,5,71,20,39,57,33,91,29,14,76,26,17,61,11,91,31,29,53,36,87,88,46,62,94,46,14,80,50,9,87,31,3,29,74,83,96,59,49,82,44,70,69,16,56,20,61
k_62,32,13,24,13,6,1,76,8,55,22,90,63,50,65,7,73,49,62,42,26,35,61,65,91,44,33,53,32,100,61,5,29,74,4,9,76,87,63,82,3,63,53,15,23,88,2,58,64,9,71,76,84,25,89,79,83,15,69,85,52,23,20,6,69,21,79,83,80,3,76
k_63,9,40,40,63,39,67,22,52,2,45,95,5,36,32,25,2,73,48,84,57,63,27,15,32,88,63,56,28,27,18,91,84,37,26,78,36,27,82,54,30,22,43,52,26,18,58,66,65,12,85,35,93,6,4,53,91,98,51,54,51,44,48,80,63,21,85,99,7,78,50
k_64,7,93,14,12,76,58,26,78,35,21,14,92,74,53,95,4,76,91,65,69,13,28,46,28,37,18,27,84,19,53,2,25,53,98,17,46,71,29,100,16,23,8,100,49,4,91,50,11,82,70,88,69,5,95,41,29,11,12,25,31,78,61,99,22,12,16,25,87,35,29
k_65,70,55,17,56,18,9,6,19,53,76,12,70,11,26,62,98,58,6,68,74,34,32,17,67,13,80,38,96,65,9,53,32,19,50,85,15,91,24,6,69,96,48,59,13,54,91,57,52,97,88,92,66,4,34,74,9,88,54,69,39,63,1,7,94,96,89,60,5,59,90
k_66,65,68,22,86,94,99,90,34,49,15,76,2,37,56,90,72,47,58,31,84,9,22,47,35,77,7,82,98,90,83,16,24,86,37,69,72,57,43,85,14,100,47,84,60,79,55,62,38,37,45,46,10,79,63,40,83,69,59,60,59,75,87,60,98,5,71,92,91,53,87
k_67,87,79,63,94,75,20,38,31,99,82,73,71,32,7,76,87,28,34,6,94,16,37,67,85,69,14,71,9,16,35,73,49,96,92,82,92,81,55,19,68,84,62,93,38,23,59,17,29,53,38,100,20,8,87,1,79,39,46,44,74,45,89,88,53,41,74,26,97,72,14
k_68,19,33,65,15,15,50,46,79,53,100,91,75,55,25,30,29,100,2,40,10,63,99,46,5,20,100,92,29,8,48,60,49,41,10,77,92,67,79,86,99,45,51,53,29,45,99,61,79,3,63,21,59,98,60,47,12,80,21,62,81,87,36,88,51,92,43,47,90,6,3
k_69,67,2,36,5,9,77,44,39,46,14,10,65,36,63,29,44,74,32,15,50,17,14,41,9,47,79,88,73,63,100,53,56,87,15,23,28,49,72,76,32,65,96,86,59,72,37,40,47,35,53,20,54,87,39,53,33,96,49,13,48,46,30,59,14,39,50,34,37,97,11
k_70,30,37,71,19,46,97,81,72,69,86,47,82,4,41,1,40,75,54,26,62,52,76,38,67,14,64,68,41,10,41,35,14,77,70,54,31,39,78,73,67,9,80,66,81,85,9,15,19,10,30,89,19,57,7,90,73,35,23,98,52,80,92,6,69,74,12,25,37,78,31
k_71,55,41,71,39,35,8,48,8,60,50,21,56,24,23,69,3,93,25,57,16,14,77,48,38,48,57,15,46,100,90,56,38,65,26,84,80,56,60,41,66,88,90,8,18,6,38,52,42,16,15,81,16,8,2,77,30,3,19,43,59,57,69,64,21,69,83,84,45,12,4
k_72,26,1,52,1,35,36,79,27,73,57,78,42,54,23,52,63,67,68,30,55,53,61,74,90,40,65,99,13,26,29,12,23,50,47,7,6,74,99,71,68,92,40,16,29,100,32,86,13,13,19,18,29,51,100,49,50,32,72,54,59,12,43,3,78,83,36,60,51,35,29
k_73,69,83,1,91,14,35,25,93,71,32,12,93,13,45,32,90,21,62,34,96,96,73,20,38,52,33,31,93,94,84,64,91,77,68,38,51,50,21,57,44,41,89,47,29,72,4,97,9,86,46,45,7,89,1,35,8,5,62,30,94,47,84,83,77,60,60,89,11,94,11
k_74,97,36,95,55,29,76,16,54,72,24,89,77,86,58,53,56,99,71,38,90,33,64,82,65,43,35,71,89,97,2,18,66,86,7,71,5,20,20,82,77,32,24,63,30,17,99,86,22,51,2,76,13,70,58,11,92,43,79,13,16,1,33,24,92,96,22,16,56,65,24
k_75,90,16,78,31,6,13,19,59,75,52,6,22,26,94,39,50,89,14,36,37,33,73,6,7,69,33,37,65,22,70,54,87,95,15,43,22,28,50,59,78,84,55,93,76,89,35,45,85,6,20,64,39,53,44,62,76,26,72,60,34,50,93,72,29,11,45,20,10,33,79
k_76,31,5,62,21,16,99,32,68,55,6,71,97,31,75,27,71,36,38,56,89,15,93,34,40,9,53,95,98,69,6,58,58,45,53,72,45,87,28,75,83,79,61,45,30,67,20,46,42,68,39,38,51,55,89,87,84,1,1,34,53,1,85,26,52,90,13,91,11,61,61
k_77,84,32,83,40,70,84,96,6,14,13,37,10,39,15,40,70,58,82,11,50,69,26,35,81,53,66,52,89,23,93,28,17,27,54,71,94,12,63,14,41,2,29,87,70,14,7,98,78,4,5,70,55,34,30,79,62,9,48,5,39,62,47,18,88,42,51,46,5,96,22
k_78,35,24,87,81,13,54,3,43,51,78,67,2,99,28,57,73,53,45,2,94,53,6,41,11,37,4,38,83,81,40,78,53,63,60,89,60,23,85,42,16,49,57,66,16,46,26,38,63,68,87,97,5,3,80,48,91,48,42,81,33,12,46,69,93,14,97,42,36,22,70
k_79,46,21,19,72,65,47,77,12,9,31,45,37,60,8,14,94,64,78,58,42,95,7,58,63,69,15,53,30,50,42,65,21,83,73,93,28,4,13,82,77,40,60,23,54,97,20,4,17,14,69,69,22,1,10,67,46,59,25,59,8,8,26,14,46,47,11,81,21,75,87
k_80,57,91,2,40,71,99,94,70,44,56,12,12,99,33,90,21,60,80,81,87,4,99,15,55,84,87,33,76,25,14,44,36,53,6,8,35,36,15,2,10,88,21,16,99,26,3,56,95,75,92,48,92,99,18,98,55,87,48,34,1,8,98,2,79,38,3,72,24,54,49
k_81,28,53,52,94,2,16,36,12,32,86,70,1,28,92,53,72,99,2,31,86,25,52,100,46,35,77,7,25,68,33,100,4,23,7,60,83,51,29,71,9,59,95,97,35,84,54,74,15,40,39,25,61,94,91,40,66,28,3,31,22,45,100,16,23,91,63,70,40,40,40
k_82,89,46,83,82,27,98,7,25,23,50,18,75,15,17,65,14,55,83,2,31,64,2,50,47,5,59,93,54,94,71,51,15,12,100,9,41,69,12,41,4,36,90,6,53,95,99,70,21,41,15,63,75,74,12,32,88,31,3,34,41,12,93,93,76,91,31,55,29,40,72
k_83,48,19,43,22,95,3,42,19,90,35,9,54,42,69,82,7,53,83,97,42,8,54,92,50,54,9,90,72,21,15,100,52,71,28,53,82,86,13,73,70,1,4,45,14,80,31,74,98,25,91,57,84,21,14,35,78,6,46,86,69,69,57,11,94,47,57,82,97,70,1
k_84,19,17,32,46,80,56,86,16,39,2,55,47,21,56,18,79,76,64,35,88,56,81,75,42,95,73,54,99,17,25,94,68,42,29,63,56,21,85,90,40,41,71,58,81,6,86,89,17,62,28,35,7,28,44,58,37,28,58,2,61,92,38,70,61,35,90,47,22,4,33
k_85,6,80,49,56,99,19,86,14,82,37,43,9,81,53,14,29,10,43,46,6,37,2,3,99,8,93,45,86,79,94,44,42,63,14,56,24,99,71,43,39,52,42,25,55,39,40,65,11,9,56,26,21,40,96,19,48,38,79,12,13,82,33,4,89,34,99,44,1,37,86
k_86,41,98,17,99,71,77,35,10,23,80,28,61,12,96,80,47,16,24,93,78,47,67,88,65,97,41,1,73,19,49,46,38,45,73,38,28,12,20,75,56,48,91,57,76,6,74,76,65,9,90,53,82,21,34,21,38,21,90,71,42,85,44,12,84,91,97,84,49,91,90
k_87,3,97,81,21,93,15,19,59,13,32,22,54,65,55,23,83,99,7,45,74,33,95,57,97,72,67,49,75,22,92,27,37,6,80,77,94,63,83,61,7,86,12,60,33,50,48,41,93,59,96,37,50,11,49,78,12,43,19,18,83,96,45,75,54,60,27,50,13,76,28
k_88,41,15,22,23,44,9,43,64,5,99,74,79,24,97,82,10,2,9,22,28,12,70,32,28,90,99,48,37,3,35,83,93,2,24,92,72,15,43,3,35,47,57,95,41,92,16,3,29,84,63,80,93,22,18,67,29,80,32,27,28,15,38,14,27,69,19,78,48,74,51
k_89,78,38,65,36,69,81,84,5,57,77,4,39,60,6,85,26,95,52,64,4,28,42,95,98,96,25,41,50,55,21,18,8,33,25,3,29,87,4,7,75,60,82,24,11,43,26,38,93,89,12,8,30,61,12,40,67,30,49,88,12,63,42,6,16,7,61,1,8,73,82
k_90,28,56,100,23,23,39,45,91,2,79,23,43,10,18,45,8,38,43,33,9,79,29,99,65,26,17,100,16,60,51,10,95,55,9,23,46,2,62,87,70,57,67,48,34,90,19,83,71,95,99,38,92,33,62,18,54,30,53,6,16,72,77,22,85,98,39,19,17,20,98
k_91,26,20,45,93,72,86,9,15,51,7,83,84,27,39,92,72,21,48,54,22,15,29,13,38,57,71,77,41,54,57,30,32,71,47,37,1,46,39,85,79,52,93,6,100,71,46,94,23,97,26,100,12,87,19,31,57,67,65,44,13,95,8,54,89,36,58,91,34,65,11
k_92,60,16,81,11,49,34,62,59,1,80,65,64,23,48,83,100,75,85,97,89,100,78,15,63,65,16,72,12,28,63,97,31,96,37,55,34,34,14,26,85,68,31,13,68,34,8,4,69,62,2,10,51,60,91,80,78,30,63,96,93,72,34,74,90,87,94,5,67,15,52
