commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_7,e_8,e_9
k_37,19,41,18,82,53,93,53,87,11,53,74,36,100,58,35,13,31,74,81,12,63,24,9,69,98,89,8,27,23,26,60,3,97,94,50,29,36,66,2,63,10,31,19,85,70,22,71,76,94,96,85,70,66,60,46,73,28,40,86,46
k_38,72,95,46,64,44,20,63,93,87,99,20,24,75,52,34,34,13,37,46,71,29,68,63,28,47,90,55,36,15,45,44,34,68,88,74,52,95,91,9,91,98,1,72,94,17,71,33,30,42,8,68,35,25,1,35,68,9,62,34,21
k_39,63,84,72,42,28,80,63,93,6,28,51,97,83,59,19,45,42,87,39,37,64,2,46,33,96,10,47,90,40,48,75,39,78,36,88,56,49,71,98,67,81,87,28,49,10,64,30,56,29,33,5,21,87,85,51,22,17,90,60,63
k_40,29,88,100,89,41,53,83,82,89,80,99,59,40,27,59,95,100,81,75,58,75,34,24,88,85,50,61,25,11,66,46,5,9,86,32,28,21,80,56,76,42,66,20,29,44,82,44,96,81,32,63,27,32,79,13,71,21,71,93,77
k_41,88,43,5,45,59,73,73,29,48,59,34,22,29,59,61,13,25,21,54,16,81,11,38,73,46,64,46,5,81,81,46,62,55,10,58,66,63,77,62,21,27,17,90,51,53,49,25,28,41,76,83,3,79,65,57,22,49,26,38,15
k_42,17,69,45,68,56,80,56,4,79,85,33,96,19,24,43,11,76,66,82,37,62,4,41,55,67,70,60,6,24,87,4,14,20,24,89,82,25,45,77,19,4,70,62,36,21,7,66,80,92,7,19,64,23,34,13,18,25,63,45,40
k_43,60,23,58,40,89,16,68,51,25,5,64,83,50,87,30,35,68,5,60,72,70,60,22,95,77,49,75,3,70,72,77,13,42,42,2,75,22,12,74,56,42,44,10,46,78,85,91,10,47,51,88,45,80,73,81,57,60,50,23,39
k_44,40,95,100,48,82,62,2,68,84,88,12,64,8,44,80,15,33,64,87,78,51,81,70,99,72,84,8,44,64,18,99,99,56,67,54,49,18,57,47,24,89,74,66,8,35,5,63,17,1,50,74,30,5,97,37,14,92,58,62,100
k_45,10,74,28,60,40,25,56,23,48,66,58,69,40,60,15,58,37,16,29,64,81,3,46,55,89,69,4,66,31,77,40,11,44,43,23,1,74,36,76,55,40,36,5,17,20,86,98,64,30,16,72,12,72,19,83,83,9,67,16,59
k_46,83,65,93,25,10,83,99,14,28,75,7,33,1,43,3,83,44,79,22,24,57,57,95,79,23,23,9,86,36,96,29,60,22,5,35,32,45,12,36,95,34,81,76,44,32,49,54,22,61,18,80,45,97,6,96,83,53,100,38,47
k_47,4,79,93,27,94,26,97,55,76,21,78,72,62,46,35,8,15,44,26,92,62,30,76,25,47,92,98,97,3,19,27,25,83,40,69,71,37,91,89,26,91,81,16,49,31,85,27,29,44,27,68,4,86,13,100,74,33,55,96,69
k_48,3,73,54,10,73,77,67,18,67,21,99,60,48,16,38,57,9,90,42,59,100,13,35,2,24,82,86,25,28,55,48,17,73,14,73,54,72,10,9,48,97,93,80,100,28,45,52,40,92,61,1,46,79,96,35,74,53,100,40,13
k_49,32,44,84,88,55,56,3,16,76,7,23,99,63,75,53,34,74,65,57,19,47,7,50,70,92,50,31,66,69,66,55,91,44,16,46,94,92,90,2,91,92,66,19,76,21,44,24,64,95,68,31,3,71,85,92,15,70,97,84,72
k_50,82,39,30,67,5,26,27,34,100,89,57,6,86,82,7,44,42,98,7,98,82,73,29,45,9,17,83,24,14,34,56,87,38,88,48,65,54,29,100,5,52,59,60,15,71,59,52,11,46,98,19,46,44,84,48,63,21,81,89,21
k_51,54,56,52,29,5,30,58,43,50,8,96,44,17,17,76,59,98,74,22,92,71,86,17,3,83,84,28,42,39,22,66,74,16,72,78,87,20,53,47,38,48,3,45,71,42,2,60,65,70,16,95,74,39,15,12,80,16,100,56,26
k_52,41,62,95,18,14,71,7,51,61,60,11,70,33,35,42,36,23,64,38,85,62,81,73,32,79,97,71,23,20,18,8,87,30,75,97,55,73,2,96,24,20,9,94,81,89,5,13,71,8,95,52,47,70,21,90,94,18,81,45,85
k_53,79,7,24,67,77,85,6,86,22,10,35,90,82,53,30,42,97,24,67,78,78,2,44,64,77,96,2,38,53,32,78,13,46,60,31,67,48,38,16,64,9,47,66,45,61,28,56,69,68,76,35,72,22,89,33,72,97,45,41,11
k_54,65,28,63,79,54,57,55,34,43,69,59,17,85,64,46,83,92,65,76,28,14,78,16,34,63,27,76,26,11,29,1,38,4,8,37,36,63,39,36,49,60,73,86,21,92,94,24,31,68,86,37,54,28,72,22,64,82,52,92,67
k_55,74,80,38,64,81,80,45,65,67,4,96,2,49,82,81,96,28,76,69,21,26,47,55,41,58,66,67,46,32,60,61,80,81,58,49,20,77,41,69,68,23,94,27,96,9,56,78,77,97,63,41,88,64,80,56,35,74,22,13,1
k_56,70,28,2,77,21,33,88,17,32,2,91,70,11,37,57,93,72,63,47,65,44,41,13,60,72,93,60,20,74,76,78,89,17,25,29,58,97,45,4,100,73,13,51,10,42,73,12,89,74,79,52,72,62,11,15,71,20,13,1,96
k_57,31,98,14,100,86,91,96,93,2,13,72,92,73,35,93,74,24,76,2,48,41,7,3,73,82,93,35,66,92,66,37,47,70,90,78,34,33,27,6,29,100,75,18,81,78,78,43,46,91,60,54,23,11,98,2,94,42,27,16,60
k_58,9,62,92,18,89,60,62,31,10,51,81,34,32,60,50,86,46,84,11,67,3,24,100,67,8,86,54,91,37,44,48,35,32,25,92,68,5,91,55,95,23,13,74,100,30,28,15,25,20,79,26,100,75,32,15,38,74,51,91,32
k_59,46,5,22,57,28,37,67,50,23,58,72,4,72,20,61,53,39,30,78,88,96,78,20,10,60,52,49,35,62,5,47,55,12,47,66,50,83,34,89,43,84,68,81,42,98,93,63,42,32,51,48,91,11,31,11,27,24,95,40,53
k_60,64,13,58,66,24,92,37,29,57,42,34,25,79,88,83,91,42,59,43,11,91,63,52,46,37,63,33,55,14,2,31,34,75,64,5,89,93,94,89,56,6,71,54,57,6,99,9,38,16,83,87,99,35,70,52,47,93,100,19,70
k_61,10,87,53,67,21,34,71,4,35,22,42,91,59,41,99,71,76,83,12,60,20,80,62,36,82,83,7,5,42,7,56,92,20,71,20,46,68,51,85,46,75,17,40,38,23,25,33,47,71,11,47,25,14,74,10,28,62,61,52,12
k_62,99,66,4,73,78,61,89,20,75,9,11,94,69,24,81,13,22,21,92,39,75,43,24,21,6,5,27,75,30,85,22,54,75,62,71,47,93,83,70,5,87,26,89,56,1,49,74,81,98,21,15,91,3,95,26,56,76,16,20,19
k_63,62,50,8,14,63,38,86,46,61,51,85,44,99,75,48,95,10,95,85,75,31,91,65,35,89,28,64,52,25,27,93,12,74,22,53,5,71,87,19,32,38,50,17,12,92,41,70,78,87,12,14,93,41,98,75,15,10,35,17,29
k_64,85,7,64,50,83,22,9,81,16,86,3,70,7,28,22,89,30,16,97,3,81,76,8,100,72,44,2,66,36,57,27,43,72,58,23,36,58,52,1,5,54,21,28,72,42,62,39,15,4,24,28,85,99,99,74,89,90,88,91,70
k_65,80,39,5,42,62,11,71,48,30,49,58,19,17,94,59,89,61,96,66,82,67,93,65,29,51,77,95,37,82,16,89,98,1,23,3,2,39,59,41,75,82,23,35,72,72,25,37,100,35,83,71,16,10,98,63,100,58,66,14,87
k_66,71,15,72,89,47,96,21,8,16,66,52,47,2,35,92,7,77,74,9,94,8,88,1,99,71,5,45,73,99,42,23,18,96,28,30,68,35,81,71,83,27,65,15,78,75,70,99,93,99,49,18,2,97,25,50,80,8,100,7,97
k_67,74,13,9,21,67,51,97,45,72,17,93,2,32,58,100,52,73,27,11,77,58,80,29,46,84,84,16,36,93,39,93,16,28,33,38,21,47,59,6,69,21,12,64,1,99,9,15,94,53,5,50,9,49,25,98,68,23,20,59,12
k_68,67,73,74,32,76,76,91,42,25,92,94,48,76,79,37,8,12,37,85,42,14,79,65,99,87,47,43,8,14,31,25,100,23,12,95,53,23,66,75,12,56,82,48,34,17,31,57,85,2,33,84,3,16,36,97,88,13,26,8,78
k_69,59,45,76,56,26,59,54,3,42,9,100,80,95,75,24,97,56,62,16,75,100,5,84,44,31,76,75,62,10,29,41,10,39,2,42,68,13,72,63,20,15,35,33,45,65,58,80,82,34,87,89,54,97,42,23,69,89,13,57,50
k_70,52,31,2,44,95,83,44,77,31,76,42,90,86,33,77,92,23,29,36,73,40,24,71,68,53,47,100,50,27,6,26,10,68,39,57,58,2,6,62,43,26,53,40,72,38,66,13,52,51,59,8,96,99,72,33,80,11,5,71,26
k_71,72,46,44,60,67,95,88,38,79,24,34,91,71,59,54,53,69,99,64,42,51,69,66,26,32,47,65,87,76,94,57,89,51,64,48,87,12,64,3,9,84,2,86,52,92,84,60,72,100,91,86,5,83,37,81,14,17,3,26,46
k_72,13,100,72,74,86,24,98,92,57,46,14,59,82,54,33,57,3,22,71,29,34,59,36,44,46,50,43,74,79,87,88,7,92,37,21,74,65,18,29,97,40,59,14,84,13,91,51,20,71,51,18,44,50,92,32,41,69,38,17,79
k_73,25,19,66,64,1,37,98,70,80,84,6,14,94,62,7,86,91,25,57,82,26,32,32,58,38,25,22,50,46,60,20,95,42,78,66,30,24,53,62,64,88,82,13,17,1,16,36,22,100,17,49,26,56,10,20,20,16,60,31,25
k_74,33,10,57,13,77,4,7,30,95,86,58,46,5,32,26,96,42,48,94,47,63,57,86,87,8,93,49,38,46,82,8,36,14,58,27,67,48,85,47,75,7,18,56,73,88,76,71,60,21,79,3,9,71,93,80,18,1,68,7,67
k_75,46,85,97,50,62,87,48,12,6,33,10,14,26,21,9,69,100,60,16,93,6,70,39,91,55,52,91,52,100,26,16,65,1,13,77,42,85,91,97,90,35,44,24,56,38,5,27,54,8,99,53,20,42,100,45,32,91,9,28,3
k_76,12,6,65,1,26,22,85,77,23,59,85,20,71,90,33,70,65,46,1,76,44,11,83,58,23,48,69,65,29,44,30,82,53,4,6,57,20,50,65,95,58,90,5,12,20,39,98,46,63,28,13,73,84,15,71,7,23,22,22,38
k_77,50,55,75,99,14,77,20,28,81,61,49,72,28,55,92,74,89,79,85,100,46,100,60,77,23,76,23,6,75,72,74,20,93,98,63,15,64,26,37,63,78,63,21,68,35,10,42,19,60,96,39,78,82,50,71,99,67,41,75,68
k_78,5,90,49,3,20,1,45,89,81,41,15,83,34,25,1,18,85,71,93,90,35,87,89,60,52,79,72,84,6,97,21,100,89,55,73,58,5,72,71,91,32,56,83,59,68,14,5,80,39,81,67,92,78,90,68,12,14,88,30,65
k_79,10,65,30,82,49,27,65,80,77,64,38,79,33,80,36,43,37,85,65,71,30,27,79,69,88,53,29,16,52,49,55,27,48,65,26,98,93,82,94,72,67,61,74,92,84,14,19,14,21,59,73,52,58,23,8,99,58,17,99,75
k_80,87,40,68,44,14,59,8,21,73,25,93,34,3,73,52,48,78,54,71,70,50,46,82,92,89,55,64,89,94,26,60,21,58,26,67,57,91,71,59,44,36,1,61,76,62,70,61,88,1,24,37,72,32,71,9,34,74,53,92,50
k_81,42,76,10,55,57,89,20,47,46,14,12,34,36,98,30,84,79,92,69,36,33,69,38,56,40,58,19,61,28,7,50,70,77,88,94,52,32,58,89,2,47,44,7,33,97,17,72,87,91,22,79,35,19,75,48,79,53,27,4,29
k_82,6,4,21,17,75,98,62,12,63,18,10,83,74,48,87,11,24,17,48,97,95,81,76,60,9,42,91,39,48,8,88,10,82,2,57,7,2,93,24,17,19,33,15,11,2,74,29,60,98,85,30,11,91,97,47,91,18,75,25,93
k_83,24,19,19,14,1,91,20,12,44,7,19,79,84,18,4,14,62,47,96,30,88,16,53,56,1,66,65,50,14,97,29,13,28,12,35,8,15,52,53,30,62,41,75,42,58,3,39,56,71,41,68,69,31,64,91,76,75,3,38,10
k_84,22,12,45,84,85,58,49,51,55,23,20,79,33,46,63,90,3,81,82,18,87,12,12,30,74,15,44,59,86,75,69,41,84,93,36,42,15,33,77,79,72,4,97,52,13,37,49,74,94,8,74,71,46,13,76,65,58,56,41,97
k_85,12,16,1,91,57,73,7,78,30,86,87,64,81,51,46,25,60,50,33,87,25,78,92,40,43,35,43,16,3,62,95,80,6,17,10,52,57,8,35,62,60,5,97,52,42,69,73,92,100,2,68,48,59,14,65,99,27,32,38,50
k_86,14,11,76,21,51,8,57,75,38,86,49,82,76,6,28,22,14,82,45,2,33,95,55,19,74,60,52,55,93,26,13,55,68,36,23,94,64,19,43,96,14,84,74,47,71,100,69,75,76,98,10,94,18,18,42,74,2,71,95,5
k_87,13,89,12,4,78,73,63,36,56,27,88,73,85,79,92,64,16,88,1,20,51,41,96,12,29,69,33,7,41,44,25,68,60,59,70,89,87,59,28,23,55,77,94,88,31,84,73,31,67,37,21,68,65,40,79,14,84,53,4,61
k_88,3,17,65,47,73,40,34,41,13,26,19,90,52,77,69,96,47,30,83,30,85,43,38,42,15,32,36,53,18,44,88,41,65,27,99,40,34,39,77,85,11,44,77,35,78,62,20,66,17,68,37,22,91,58,3,83,53,79,94,83
k_89,21,59,91,100,2,81,32,55,56,84,84,30,80,90,74,16,47,44,1,13,54,35,96,21,58,53,84,5,70,73,29,50,75,81,7,66,72,67,23,66,58,22,53,7,34,64,98,95,94,41,34,73,18,76,80,2,53,20,74,14
k_90,56,6,53,37,83,46,71,12,87,43,44,13,58,27,94,57,34,37,67,67,56,76,1,97,7,36,61,78,49,27,55,45,44,66,81,30,12,73,69,66,3,100,41,30,91,86,13,72,99,14,70,23,44,98,100,24,91,77,89,71
k_91,3,24,37,58,81,65,15,59,46,57,94,16,6,25,63,54,2,36,88,54,89,85,88,67,74,52,43,8,69,6,74,92,44,7,16,2,68,59,98,9,29,59,38,52,51,44,6,65,42,87,67,93,18,70,60,84,39,7,76,65
k_92,82,32,69,83,70,74,38,65,77,57,36,3,54,53,7,72,75,58,9,19,11,36,55,34,1,45,100,89,36,38,65,49,63,66,24,13,55,9,13,19,51,54,91,58,52,48,92,48,43,82,36,23,18,54,61,35,85,83,83,62
k_93,75,42,49,29,30,73,22,45,22,85,83,55,40,1,31,46,44,51,31,98,87,71,55,61,82,88,10,70,46,26,19,73,25,20,43,49,11,73,53,21,97,58,87,21,59,41,79,96,90,100,8,67,76,50,76,18,55,25,65,53
k_94,9,12,48,6,20,41,47,84,29,11,8,82,30,76,34,2,30,49,84,62,63,51,68,3,81,50,10,27,84,21,95,11,2,58,46,25,33,23,79,99,64,14,98,52,90,57,49,84,49,71,1,59,90,3,9,39,5,65,76,65
k_95,81,42,98,83,47,90,12,69,60,13,64,31,18,33,20,45,92,44,9,45,10,6,21,37,9,25,34,24,96,33,50,95,47,73,71,63,44,14,85,56,68,84,16,100,51,28,71,5,40,88,29,64,92,5,41,82,65,61,57,89
k_96,29,70,14,53,42,84,13,13,96,4,75,93,85,66,37,8,93,10,68,9,77,35,88,62,77,47,89,50,97,89,32,39,4,28,100,58,67,10,70,90,3,12,37,4,49,72,66,51,92,74,39,88,30,3,91,21,7,20,74,66
k_97,4,25,79,80,15,58,16,14,14,52,4,39,78,47,66,95,45,26,96,53,62,85,3,26,61,30,66,41,60,96,7,75,81,95,13,76,42,80,62,46,64,29,58,67,25,23,31,59,19,25,83,47,92,58,10,6,45,78,44,2
k_98,8,7,74,3,96,32,30,70,23,37,57,18,69,98,36,35,51,33,42,82,58,50,84,19,97,48,75,85,92,31,55,99,67,14,30,8,16,32,68,64,79,51,98,11,52,83,55,44,3,21,57,15,97,50,97,75,71,100,57,36
k_99,97,8,21,59,17,20,48,88,54,13,91,85,72,32,46,3,33,9,14,5,24,45,84,68,15,24,99,61,89,93,18,83,83,7,26,12,12,75,37,100,62,76,65,12,70,12,66,21,21,95,13,1,30,1,52,38,69,100,54,94
