commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_8,e_9
k_25,22,71,84,74,68,93,78,25,27,100,94,74,74,16,22,46,98,33,77,21,77,31,67,59,49,53,26,1,58,17,6,51,29,86,17,50,92,4,74,58,47,19,97,19,1,38,2,88,72,72,99,71,92,4,96,51,39,44,72,72,40,49,33,2,78,89,69,79,44,62,17,5,15,60,41
k_26,95,5,86,47,61,2,71,50,100,94,73,11,6,45,76,25,39,44,19,58,67,8,83,24,22,59,17,58,17,4,51,48,75,61,40,63,90,3,42,73,78,46,86,49,64,19,64,60,14,47,61,63,46,9,37,17,12,10,82,11,94,34,32,76,39,85,78,53,87,35,56,23,77,48,51
k_27,89,37,94,84,11,7,81,14,46,3,44,34,39,45,63,56,68,48,38,69,29,55,50,10,97,44,56,67,54,42,92,38,82,26,9,66,15,98,15,48,54,87,2,35,95,36,16,29,87,91,40,73,93,19,72,39,54,47,81,45,57,31,93,13,10,90,95,72,55,16,86,85,37,85,41
k_28,98,69,24,70,36,68,58,94,35,44,98,67,18,99,92,26,29,18,74,10,79,58,29,49,15,83,5,29,16,68,86,70,84,96,93,63,51,97,5,79,75,25,17,80,30,18,75,99,2,52,61,27,18,12,28,56,5,88,26,78,31,24,66,8,97,5,22,45,23,59,55,6,46,42,46
k_29,61,24,72,38,88,92,60,100,86,25,15,86,72,10,95,29,16,73,66,38,20,73,65,16,34,41,71,64,38,31,58,5,90,59,55,88,72,59,24,27,7,30,49,30,98,63,43,36,8,81,77,39,22,5,31,98,75,96,15,95,6,27,18,3,44,73,61,46,59,71,91,9,56,42,96
k_30,28,89,23,52,24,31,45,100,87,33,77,41,37,100,53,16,18,73,88,91,55,89,70,89,14,42,82,25,75,12,67,10,72,18,100,45,51,16,42,91,46,49,13,57,72,96,70,95,41,53,92,23,17,50,64,59,26,76,46,56,30,79,22,51,96,19,16,23,56,75,85,80,38,38,76
k_31,48,37,11,22,24,56,96,89,32,46,98,88,26,93,25,54,52,61,49,67,86,70,66,82,38,64,78,69,27,78,55,32,31,86,98,23,65,55,54,79,35,30,31,90,59,74,95,71,92,21,19,7,96,7,50,34,68,77,41,30,25,15,71,98,83,81,50,36,96,20,50,70,64,20,56
k_32,8,6,47,35,72,62,22,88,32,48,50,95,98,65,80,28,41,69,91,58,19,25,76,44,80,28,50,5,19,62,98,11,57,17,50,81,93,13,68,56,37,18,95,18,38,41,9,35,70,35,86,62,76,13,61,44,46,95,40,47,77,57,37,21,17,10,41,87,45,94,32,74,28,61,35
k_33,72,8,29,39,54,74,18,64,31,58,27,15,50,54,19,53,31,35,92,10,89,72,41,84,33,94,66,12,65,62,81,16,71,60,47,45,26,66,80,55,45,51,60,1,50,41,86,10,97,98,40,5,37,73,85,92,30,86,82,92,62,26,79,7,52,19,15,20,11,28,31,19,25,53,2
k_34,39,95,62,54,73,61,3,38,14,64,3,19,41,91,96,73,6,90,50,55,66,31,11,48,9,9,100,90,75,44,39,52,67,86,3,27,72,3,87,50,1,93,92,4,95,7,32,77,14,39,69,77,14,40,42,74,16,100,32,74,71,57,31,38,42,82,95,88,96,88,60,5,47,54,38
k_35,10,11,33,79,29,89,82,17,56,32,11,32,65,69,43,33,59,6,12,100,34,36,54,59,81,85,70,18,89,81,83,9,95,86,46,49,19,28,39,25,78,43,62,59,100,63,17,18,100,50,65,97,52,78,43,46,39,70,12,5,98,48,60,19,20,80,99,88,94,72,88,3,66,30,36
k_36,38,81,20,4,29,97,100,86,7,93,34,5,9,97,81,61,55,95,75,4,100,94,27,61,81,53,19,54,44,4,94,20,29,59,47,63,27,10,8,91,11,82,81,64,54,44,34,33,87,26,52,92,13,16,80,92,81,27,42,54,33,58,34,15,62,63,99,31,19,56,75,98,79,39,20
k_37,39,79,84,86,9,72,66,25,15,73,23,86,81,40,26,76,21,20,48,54,11,5,71,67,71,90,34,76,55,22,68,17,8,29,32,40,78,100,22,61,38,63,64,33,35,75,13,5,95,68,76,48,13,79,57,69,51,43,81,44,81,98,34,63,48,10,88,32,10,63,83,93,75,100,12
k_38,57,67,95,43,22,79,56,21,62,89,87,22,27,6,50,76,9,93,95,76,57,37,28,48,37,8,32,97,21,44,90,86,99,40,19,43,76,1,90,30,4,78,15,61,73,16,50,12,62,86,71,56,44,59,17,4,19,6,90,81,50,56,93,37,42,7,72,31,18,17,24,60,66,87,37
k_39,90,45,57,17,48,5,70,91,58,60,89,76,77,92,50,65,6,59,76,92,20,83,9,45,38,80,96,81,66,78,25,63,29,27,76,84,20,62,61,4,78,17,47,46,97,58,66,15,35,41,59,62,26,19,39,43,71,79,26,18,56,96,78,49,92,93,11,60,75,19,27,47,2,46,20
k_40,41,7,19,2,87,25,60,28,14,88,47,84,26,83,68,49,46,53,62,29,44,23,14,41,5,29,57,42,28,82,32,69,33,99,61,66,3,69,7,25,17,47,16,52,43,9,21,60,7,96,28,59,89,21,89,59,32,26,10,32,5,1,79,35,41,58,19,62,78,9,70,97,10,89,6
k_41,83,22,7,91,47,94,74,7,42,54,9,75,28,84,51,25,53,31,77,80,16,5,58,19,14,91,55,43,82,50,35,96,55,69,63,70,98,97,23,37,2,88,2,60,56,95,7,15,57,26,74,68,22,3,93,69,21,10,27,11,21,23,85,77,40,91,4,23,58,17,66,18,68,79,15
k_42,3,92,73,61,61,56,100,100,95,73,22,45,18,65,34,92,28,72,93,46,35,83,54,52,2,39,24,26,30,86,12,92,45,88,84,8,98,41,89,78,12,23,99,69,33,69,43,82,77,88,98,13,27,23,14,4,99,21,57,99,92,81,14,42,62,46,71,11,24,21,3,64,97,19,75
k_43,91,64,51,11,1,27,69,41,32,24,85,91,55,75,34,32,2,86,23,40,23,85,84,54,36,4,19,97,44,59,51,8,89,57,92,77,55,68,91,50,42,45,37,61,20,89,12,25,6,23,61,22,77,66,85,43,47,30,28,80,52,72,83,50,14,91,53,99,93,45,66,27,31,12,42
k_44,33,85,49,76,13,54,15,8,80,4,42,96,13,86,8,31,92,4,46,72,70,2,7,33,54,41,51,37,65,59,54,19,93,94,43,41,94,19,100,81,5,41,5,100,8,100,78,50,21,63,50,99,34,28,23,23,97,66,47,63,88,8,71,99,7,45,79,96,29,40,2,47,84,95,69
k_45,29,86,30,54,68,42,11,13,25,48,45,65,64,28,66,78,78,70,38,11,94,97,3,16,8,61,20,23,68,4,48,19,91,60,13,81,82,24,99,74,92,49,35,66,76,84,6,2,41,42,53,70,84,93,50,69,69,10,63,13,92,37,68,8,44,16,99,94,66,24,72,90,38,71,98
k_46,52,96,58,4,1,41,63,72,3,26,3,67,22,52,70,42,72,86,44,42,64,69,14,45,16,67,35,54,5,94,14,83,52,2,51,21,75,40,72,10,90,54,24,50,92,80,94,64,18,6,49,52,94,84,36,13,11,31,26,75,31,49,58,12,45,20,72,51,30,97,83,16,29,98,27
k_47,13,75,55,38,38,100,3,22,23,3,62,60,25,96,59,8,14,99,58,79,39,73,100,36,53,39,34,48,80,74,27,34,55,10,60,6,15,59,67,12,71,60,98,67,80,42,44,20,89,2,78,16,74,23,91,48,77,4,71,40,57,28,45,25,25,73,57,55,76,26,16,95,14,98,73
k_48,94,72,48,45,94,77,97,54,11,28,8,45,5,34,32,95,89,78,28,31,83,35,58,61,87,10,79,39,47,78,54,66,46,30,10,80,98,18,33,78,44,22,18,15,92,81,47,64,53,92,56,1,71,39,22,41,30,79,17,70,12,40,67,41,41,49,73,49,97,69,53,51,57,40,44
k_49,33,36,81,95,15,23,26,23,55,93,1,47,42,86,83,5,62,62,47,94,49,47,6,17,6,67,29,50,4,33,35,92,41,23,78,46,14,100,64,15,87,95,26,19,36,45,61,75,50,90,49,100,67,33,76,28,5,92,10,38,1,58,15,77,83,9,57,97,52,65,62,40,65,87,10
k_50,26,31,66,56,30,3,41,16,36,90,38,1,12,57,31,13,45,96,70,43,51,92,60,73,90,90,34,100,27,30,5,23,43,45,3,8,13,52,40,17,13,14,55,49,8,85,39,23,18,21,56,28,55,8,28,80,80,40,47,79,31,35,70,21,33,99,85,65,55,33,63,37,99,79,55
k_51,62,1,50,76,25,98,96,14,28,36,28,45,52,68,12,8,6,47,86,89,71,16,76,59,11,98,35,23,81,73,33,8,86,83,60,96,74,4,6,91,96,99,57,44,70,26,77,81,79,54,54,41,1,84,89,4,57,15,28,11,65,52,9,38,32,34,48,15,82,70,85,31,53,58,13
k_52,49,72,27,20,49,11,4,13,16,99,54,29,6,23,21,73,1,15,28,27,80,51,27,36,86,70,49,7,47,13,83,82,67,81,37,52,80,16,94,29,83,60,13,52,23,19,33,64,35,47,38,68,75,8,9,89,32,35,36,64,36,68,38,11,66,89,97,98,71,35,60,19,32,53,89
k_53,1,15,21,95,12,27,24,37,22,66,42,17,90,89,88,24,60,98,82,34,86,30,25,78,46,34,35,9,6,95,45,9,16,8,10,56,100,9,98,9,61,64,94,5,68,2,2,55,78,100,79,45,80,23,32,99,7,75,79,81,65,96,32,83,46,62,11,30,81,46,98,18,10,7,56
k_54,73,24,21,86,94,38,65,29,85,1,24,70,11,31,36,91,98,98,50,85,9,89,30,10,70,21,38,55,86,7,94,72,51,85,63,18,82,56,14,4,18,93,16,53,3,10,59,37,1,82,63,26,34,56,14,42,6,51,17,70,5,18,47,67,60,60,27,73,74,65,69,24,71,49,74
k_55,61,76,37,99,48,26,28,68,35,49,52,35,49,2,56,4,84,18,79,100,60,69,14,29,63,60,37,56,45,16,30,33,72,67,59,6,29,76,40,40,49,41,82,79,4,38,73,56,3,47,76,70,75,8,29,35,22,60,27,47,77,93,60,62,94,60,40,94,87,98,21,80,8,65,80
k_56,20,35,55,8,46,32,91,41,30,46,50,52,32,14,16,79,30,89,63,66,86,86,50,46,54,34,35,14,32,41,10,6,2,97,97,50,9,32,50,49,56,96,7,99,25,62,84,32,69,44,65,30,34,46,21,75,35,13,4,3,76,62,65,46,87,34,76,45,22,30,47,70,52,61,91
k_57,60,99,45,74,63,35,26,32,5,31,14,23,57,72,36,48,23,75,25,67,76,29,35,46,24,62,8,50,81,56,39,37,13,36,90,41,87,90,13,61,82,94,93,96,100,54,71,29,91,19,44,86,73,6,71,30,45,63,19,43,84,30,90,39,86,94,69,43,23,100,44,92,74,64,97
k_58,5,34,67,41,57,30,53,4,56,70,36,96,86,31,83,37,38,78,50,44,35,66,41,70,27,25,68,70,56,6,4,27,1,100,40,59,41,79,83,81,17,28,76,35,73,10,20,74,44,75,44,20,89,31,60,87,82,82,26,70,87,98,24,24,9,93,96,40,99,60,25,24,62,22,99
k_59,88,18,46,58,95,27,83,98,83,58,80,58,24,45,49,25,6,88,45,91,2,88,96,1,42,60,94,29,99,35,5,90,62,95,36,38,71,64,98,55,18,47,51,82,95,3,79,41,70,37,67,2,56,25,77,17,19,49,33,40,61,13,21,84,64,19,36,40,53,50,45,57,20,28,26
k_60,15,45,59,30,98,78,24,81,99,16,15,30,24,70,9,75,78,95,65,42,90,20,10,65,72,26,77,19,2,78,7,25,65,5,37,76,77,25,17,61,90,10,4,27,7,58,12,24,94,100,41,51,60,33,11,54,62,65,44,59,23,34,96,63,86,84,8,30,52,80,44,58,45,60,83
k_61,25,66,45,29,10,93,94,74,18,78,78,73,69,38,51,80,36,15,99,100,59,98,6,43,43,85,29,87,19,17,19,31,45,38,51,82,10,73,2,8,100,73,53,8,20,71,22,18,1,43,72,20,2,66,38,32,99,83,4,23,82,1,74,11,13,63,81,21,1,96,30,57,20,18,84
k_62,42,100,4,100,39,70,34,7,77,19,41,52,36,67,70,52,61,15,3,65,85,81,24,44,3,13,76,57,50,84,32,21,15,28,53,85,87,74,70,56,26,46,50,56,29,67,70,56,23,2,13,95,65,68,45,87,56,49,97,29,56,1,89,6,46,96,73,94,61,69,33,79,55,24,29
k_63,52,1,54,100,53,95,84,17,30,96,32,75,60,55,85,16,94,88,34,12,16,52,74,16,52,25,76,32,35,64,87,83,9,78,67,7,32,22,87,17,54,27,3,97,23,45,28,48,45,33,57,52,82,16,48,96,16,9,92,75,50,59,74,37,88,60,99,47,5,77,71,52,91,31,19
k_64,56,65,35,27,83,98,33,90,100,89,55,49,11,62,34,83,64,48,36,53,83,92,77,56,83,51,97,60,58,96,26,82,30,13,14,71,62,95,51,92,58,6,18,78,79,81,78,7,99,41,31,56,84,43,63,12,38,53,7,98,54,64,57,99,82,42,23,87,45,82,54,70,87,44,3
k_65,96,83,88,11,58,47,61,75,43,70,6,55,38,3,3,64,61,22,91,42,32,67,68,25,100,16,21,40,24,47,8,69,66,87,27,65,44,24,97,6,97,86,61,84,65,26,22,3,57,28,49,86,88,16,63,69,51,22,48,90,80,21,31,74,40,95,95,97,29,78,51,26,98,60,57
k_66,69,5,63,3,31,89,63,23,56,43,22,49,32,82,65,48,97,17,77,73,93,79,77,44,46,64,16,47,99,11,57,99,85,81,85,31,91,94,100,56,17,44,27,19,24,12,14,43,87,42,81,10,87,13,46,26,67,51,39,19,44,2,38,70,60,29,46,98,78,20,77,53,96,46,76
k_67,19,68,73,62,72,89,4,60,100,54,32,53,17,96,65,83,60,75,53,34,43,28,33,53,61,55,99,42,45,87,37,91,24,54,60,100,26,57,48,29,60,14,60,82,71,64,92,18,76,63,82,87,78,18,70,75,82,48,31,62,38,53,34,44,48,2,22,37,47,92,81,72,44,93,66
k_68,69,65,93,4,79,34,4,27,85,57,12,59,77,58,33,39,15,25,74,56,97,65,18,43,91,53,46,55,95,25,100,21,73,72,81,2,32,60,38,39,94,98,1,12,55,40,89,21,24,42,34,4,61,46,20,54,66,62,90,88,67,90,68,7,68,92,98,56,19,32,52,60,15,28,66
k_69,25,95,50,84,71,85,53,31,75,56,51,4,23,10,73,74,34,74,18,42,42,54,34,42,23,32,99,23,29,77,4,59,85,67,54,89,12,34,2,48,42,4,23,32,42,78,85,67,27,31,49,24,61,22,52,66,95,88,79,29,67,60,89,15,93,18,23,8,72,30,13,58,2,69,42
k_70,67,10,62,37,33,20,78,100,82,79,10,56,49,96,58,99,67,79,1,90,76,12,74,12,25,14,31,96,36,74,20,66,76,86,43,57,62,72,14,5,50,29,32,74,90,99,48,36,66,5,5,69,41,11,52,3,85,40,6,89,59,95,88,93,20,55,56,84,41,70,2,22,42,46,29
k_71,2,43,15,92,54,47,57,74,98,97,51,55,76,54,23,100,99,91,29,36,24,18,36,96,68,42,95,45,99,60,76,22,100,55,21,11,59,47,54,10,56,87,42,33,100,96,3,66,91,86,57,36,18,16,100,60,52,43,85,86,59,28,1,73,88,63,1,49,12,10,96,56,91,1,23
k_72,44,99,51,14,7,69,7,2,30,89,37,18,6,84,29,6,50,5,56,7,99,19,8,31,75,78,73,56,49,29,45,83,28,30,38,99,58,10,100,14,53,100,87,21,74,47,69,68,47,58,32,61,3,90,30,45,82,71,9,52,56,89,50,20,100,21,71,37,71,36,21,68,8,60,97
k_73,20,46,82,47,100,26,21,23,57,4,66,78,63,66,64,95,88,43,63,93,70,24,90,90,11,87,98,57,27,74,88,41,93,59,36,54,34,15,1,44,38,51,61,86,2,76,4,98,71,15,62,96,72,12,88,34,47,20,8,49,16,80,87,89,80,61,93,75,73,79,24,67,58,6,37
k_74,72,16,57,41,54,78,15,77,52,97,41,88,42,25,31,39,47,26,96,15,37,75,83,5,25,73,21,54,54,5,62,18,76,32,67,91,88,24,97,83,46,5,21,76,52,64,49,87,42,31,44,82,88,81,19,37,37,31,83,70,83,41,88,19,73,85,26,76,90,93,81,62,78,5,21
k_75,12,95,38,21,87,5,28,43,11,44,59,98,95,37,67,96,53,1,22,70,2,43,39,99,84,60,36,50,78,27,1,90,35,96,63,47,18,48,12,28,98,82,76,1,38,63,39,30,81,81,21,85,49,47,70,58,22,40,5,13,73,60,53,77,51,63,22,98,9,9,63,97,48,69,97
k_76,39,15,72,53,2,66,34,63,60,6,47,100,4,55,51,88,7,4,71,63,63,54,70,17,25,92,5,86,27,96,37,2,4,81,71,86,21,31,2,67,83,52,26,59,25,69,24,75,37,53,52,97,22,33,65,21,48,73,90,96,41,39,36,95,1,84,17,73,5,83,90,31,24,81,22
k_77,64,80,78,41,64,59,1,68,26,90,17,45,41,52,57,2,53,42,65,42,69,72,26,48,56,99,74,80,37,25,68,65,16,93,31,59,26,97,80,9,73,76,68,84,11,43,85,33,87,42,83,57,31,60,23,10,85,24,62,95,28,64,44,61,100,97,33,5,44,83,31,63,70,71,68
k_78,6,96,48,39,84,34,56,2,80,88,52,73,21,96,29,82,53,62,12,56,59,14,6,87,82,49,30,94,22,17,95,83,48,15,62,44,66,79,94,65,43,74,21,40,71,48,19,34,78,84,3,47,39,81,94,28,46,76,2,22,19,72,55,87,55,22,55,5,12,50,53,71,33,34,96
k_79,82,65,73,76,56,79,83,66,1,92,86,46,63,41,98,30,29,68,51,30,57,88,68,12,50,44,94,6,91,12,10,46,35,98,32,26,11,96,35,47,13,21,38,80,8,23,71,62,95,32,68,28,20,62,96,22,65,60,73,27,43,65,70,62,26,6,64,80,91,81,92,69,81,34,98
k_80,20,98,20,90,86,89,43,81,9,41,94,89,71,97,20,33,8,58,94,12,79,7,61,7,29,75,68,82,44,96,46,57,92,31,95,18,7,19,56,43,87,45,70,71,13,98,54,16,27,55,58,55,40,40,72,75,42,51,14,30,2,91,59,23,69,18,98,29,82,58,58,42,58,84,94
k_81,98,89,94,52,10,48,54,57,6,83,21,15,66,97,40,91,76,26,73,18,20,91,25,79,79,36,13,75,18,40,46,46,70,53,89,28,76,84,26,19,58,75,13,3,55,5,27,37,19,22,39,43,41,39,87,75,19,72,1,92,78,92,59,45,15,5,34,15,5,8,90,35,49,4,90
k_82,65,97,27,66,58,97,27,55,5,1,82,5,45,83,16,99,55,100,88,20,55,21,67,65,58,26,15,94,13,29,41,26,65,35,7,37,54,57,74,29,90,88,68,76,76,13,74,85,40,53,21,15,52,81,38,3,65,38,7,53,87,56,95,48,79,54,96,46,45,91,92,57,36,60,15
k_83,18,12,45,20,100,73,55,89,70,36,44,59,80,29,68,28,46,58,25,73,38,86,46,83,22,18,34,89,99,79,56,9,39,45,55,76,99,80,65,80,41,65,24,74,30,41,91,34,81,14,22,52,26,7,23,89,17,42,34,33,59,81,54,83,13,50,86,91,24,26,81,6,74,88,15
k_84,18,80,83,9,41,12,4,10,88,51,29,87,56,53,42,51,73,92,88,33,70,38,18,50,21,17,2,59,8,59,89,96,26,30,59,41,58,55,22,32,8,33,74,89,14,94,75,32,98,74,24,41,51,76,10,2,38,11,57,79,3,56,100,29,51,100,70,6,23,10,85,89,84,47,15
k_85,92,38,52,75,55,78,21,70,19,52,38,82,45,58,10,25,9,2,99,95,85,55,94,31,30,49,6,96,83,86,55,71,66,33,37,42,2,36,70,36,90,79,97,97,88,68,95,34,5,8,87,24,7,13,96,19,37,15,35,41,67,47,21,14,87,68,79,69,68,16,49,41,62,13,25
