commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_7,e_8,e_9
k_15,43,18,41,42,17,19,51,59,2,95,39,28,26,55,68,72,71,90,33,97,95,86,70,13,89,95,34,90,74,30,45,65,6,40,42,86,41,18,21,33,53,54,81,85,8,42,99,1,49,100,3,38,40,90,86,54,24,47,25,92
k_16,4,41,26,100,4,70,99,91,90,48,16,67,16,87,42,68,9,66,55,29,62,13,37,86,13,71,39,53,76,9,97,48,7,91,78,48,28,29,78,65,14,57,61,80,30,34,89,48,56,69,85,46,3,92,36,7,27,53,58,47
k_17,8,8,79,38,37,52,58,46,43,13,74,76,82,43,3,23,95,100,44,59,81,13,61,23,34,99,54,3,78,22,95,53,12,91,35,46,69,94,23,73,80,57,65,1,48,79,47,49,95,91,61,37,22,77,59,18,12,73,56,20
k_18,40,58,74,22,38,75,73,60,60,10,70,49,36,44,65,16,17,2,92,79,32,39,1,76,36,21,56,53,38,25,9,67,55,24,83,55,7,85,58,43,17,74,11,51,1,18,48,95,34,24,46,6,84,47,66,43,16,92,97,66
k_19,2,90,38,71,29,47,10,71,11,72,40,64,57,78,82,8,37,87,85,38,9,34,82,81,15,72,29,92,97,57,69,78,29,64,40,70,93,4,94,12,70,32,67,4,77,91,54,38,9,45,62,17,69,78,31,78,56,73,60,11
k_20,85,3,100,8,92,45,94,47,7,74,46,9,57,55,27,35,49,34,96,38,44,81,66,54,17,65,86,25,67,65,26,42,43,4,94,42,20,50,4,94,92,66,15,27,60,72,89,82,42,39,52,53,69,83,87,18,94,20,53,95
k_21,93,94,16,60,38,74,19,66,81,57,17,64,97,12,99,90,68,40,65,45,43,18,44,1,50,11,14,1,13,17,67,95,67,78,56,25,21,60,2,15,51,31,70,41,90,55,51,42,89,7,59,31,47,5,55,62,34,51,61,96
k_22,86,87,5,4,62,19,57,63,77,46,37,43,49,40,11,92,42,71,83,41,43,1,2,58,65,68,67,56,88,44,74,92,36,78,94,40,49,3,61,38,58,57,11,27,72,62,84,45,88,87,15,13,95,39,21,13,1,55,62,59
k_23,30,93,100,51,71,90,56,58,27,75,87,40,60,41,60,74,54,52,16,82,10,76,38,52,61,1,22,17,60,21,43,44,92,56,23,44,16,69,5,65,9,89,81,66,36,53,30,51,55,89,15,35,56,56,97,99,20,44,13,88
k_24,13,17,37,66,84,93,97,57,88,45,32,95,87,80,35,36,77,27,76,76,2,52,100,52,96,82,86,46,44,44,37,57,64,38,37,7,98,79,13,71,71,71,34,64,5,15,95,33,58,99,11,36,91,69,93,81,49,48,45,97
k_25,71,74,13,29,89,6,49,47,5,19,34,84,48,96,9,33,53,94,58,68,98,6,74,32,36,4,6,71,66,39,16,57,39,31,81,39,5,24,69,17,19,55,7,51,21,90,91,8,78,46,36,53,8,38,89,4,20,95,81,14
k_26,55,76,80,13,22,94,34,44,95,94,62,2,34,88,81,61,57,77,49,65,9,60,87,74,23,38,16,6,27,97,44,35,91,62,5,69,47,63,9,92,35,63,53,16,35,58,79,2,22,78,14,80,50,52,79,72,4,10,91,23
k_27,85,26,38,51,72,30,31,17,71,41,24,64,41,17,81,95,6,61,86,29,29,61,55,28,53,81,7,56,59,8,97,85,99,36,64,67,82,81,39,39,48,57,50,93,50,35,18,79,67,54,21,17,98,6,15,58,4,69,99,20
k_28,1,83,48,12,22,3,99,14,59,72,80,68,15,48,32,33,30,70,8,74,67,69,94,18,60,79,49,47,96,68,94,42,52,95,34,60,3,83,88,71,50,51,97,48,76,85,21,26,86,57,79,17,64,91,9,69,53,57,31,14
k_29,79,73,3,52,20,63,18,78,45,55,72,33,23,51,99,82,80,36,2,87,57,48,99,46,64,11,68,80,15,42,95,95,25,93,47,86,94,10,6,15,8,1,19,26,35,57,19,54,55,35,65,46,64,5,25,38,38,12,25,83
k_30,19,70,87,51,64,64,1,15,6,43,80,25,34,76,17,76,34,92,24,62,71,49,21,84,55,85,93,21,57,5,27,57,23,84,99,36,48,91,30,59,90,87,12,63,6,16,11,75,44,73,35,2,86,99,46,74,46,28,83,41
k_31,92,53,92,22,73,98,79,64,22,96,15,30,19,74,93,37,23,14,23,61,19,80,25,80,14,45,15,95,33,22,48,84,99,60,48,81,75,83,34,4,94,40,97,78,90,94,54,12,49,6,51,82,74,67,99,90,96,46,19,41
k_32,98,86,81,63,49,19,99,54,15,26,65,51,82,66,46,86,50,5,62,31,29,54,82,11,17,32,55,51,65,28,100,59,54,19,4,31,30,51,10,86,73,11,25,24,57,28,67,16,23,43,75,79,74,14,41,98,17,84,54,5
k_33,13,97,75,80,3,63,6,87,88,87,70,32,79,29,69,44,82,58,80,56,33,66,51,92,53,75,14,6,57,80,77,32,75,14,6,86,92,50,79,28,77,65,77,88,12,67,69,99,2,33,45,45,93,11,62,12,91,81,72,30
k_34,75,33,36,68,31,62,76,3,62,86,19,12,49,69,35,98,76,22,84,4,33,8,61,30,28,92,24,67,95,52,63,86,77,50,98,26,69,72,46,82,20,33,32,19,78,96,13,90,2,72,54,72,60,42,39,28,25,71,91,41
k_35,100,83,4,74,19,100,68,31,40,10,76,97,72,42,41,64,96,45,91,33,75,33,68,23,66,62,11,16,72,84,31,6,20,40,56,39,24,35,17,84,97,7,3,65,78,33,20,100,51,51,61,100,77,84,76,14,8,30,48,22
k_36,80,93,54,48,40,70,10,6,9,75,17,96,45,96,96,7,86,15,85,64,32,54,51,83,96,11,20,29,22,38,87,67,43,97,90,9,75,60,59,22,36,35,49,24,67,33,75,26,27,44,97,2,96,97,94,14,58,88,73,95
k_37,76,74,38,84,91,58,32,45,36,6,54,97,59,55,19,94,13,32,4,25,17,40,40,96,52,2,99,54,5,89,3,46,94,1,100,16,50,61,82,8,5,79,98,83,83,25,11,44,53,19,60,80,51,4,53,67,58,77,73,58
k_38,51,37,61,20,97,38,38,28,22,79,84,91,84,63,13,33,90,3,55,26,63,71,67,33,33,11,67,15,30,27,77,71,57,39,70,57,9,60,3,18,22,58,66,100,83,97,71,38,89,10,41,3,66,27,2,73,65,17,70,100
k_39,17,6,10,72,20,36,65,62,84,97,84,99,89,74,3,20,54,39,11,26,35,18,43,95,61,33,26,89,46,37,18,14,26,18,87,2,52,70,56,47,45,19,32,41,82,63,52,41,62,5,96,74,10,74,46,28,16,27,41,23
k_40,85,97,21,89,88,8,6,98,88,49,42,80,1,93,66,52,64,95,97,72,92,93,77,30,3,16,41,31,86,36,2,52,24,95,6,9,84,96,78,27,29,49,51,92,27,50,24,99,98,91,42,44,33,56,93,39,23,74,75,54
k_41,10,67,24,74,76,49,54,31,79,20,72,34,1,11,94,39,55,85,71,41,10,96,49,11,44,42,26,11,1,17,69,51,9,1,73,47,67,55,83,41,43,69,37,84,76,91,62,99,26,27,24,11,86,91,94,31,85,14,99,75
k_42,59,99,74,90,2,1,94,71,32,62,39,57,97,79,85,2,80,83,71,20,17,88,90,1,70,67,5,68,17,58,3,93,36,95,8,20,24,94,37,57,14,32,60,8,61,95,48,3,27,49,27,11,97,61,16,87,100,94,85,9
k_43,31,86,28,45,75,24,83,92,34,67,73,32,6,95,31,39,9,29,62,83,97,53,43,18,74,4,82,8,98,24,80,11,2,18,13,49,61,77,4,64,27,57,38,5,27,83,44,48,47,34,84,47,63,73,37,11,11,50,28,100
k_44,78,69,77,82,14,15,17,37,93,35,17,95,66,21,81,45,83,57,85,18,75,68,78,51,88,36,1,15,55,51,34,27,23,98,39,43,7,74,57,64,84,37,9,22,16,71,21,49,9,36,57,14,21,57,20,17,23,41,38,98
k_45,19,93,75,93,9,48,49,34,84,28,67,27,63,47,25,47,54,54,56,59,8,25,97,25,33,84,13,93,4,53,56,73,33,5,10,14,16,1,98,5,75,39,53,68,45,36,96,6,40,80,68,36,85,47,95,52,93,56,25,11
k_46,83,39,95,16,89,36,69,6,31,55,70,96,7,99,10,32,83,7,62,23,73,73,72,42,40,22,89,68,28,4,30,95,43,11,59,92,47,63,58,34,20,93,93,58,9,53,39,25,29,1,44,61,77,20,87,98,28,80,52,83
k_47,92,58,72,27,9,71,22,10,41,22,75,68,29,45,51,81,20,74,36,63,59,52,55,49,18,20,17,62,43,47,42,90,28,92,37,94,49,58,91,76,50,9,19,98,99,93,94,54,10,66,20,54,69,2,34,59,54,76,42,67
k_48,80,19,7,89,46,10,49,42,32,38,37,21,24,9,17,23,80,69,69,83,87,5,88,12,91,53,82,37,18,5,51,7,44,84,82,3,75,15,73,12,14,52,52,99,79,46,79,12,83,68,16,94,66,16,70,46,77,71,75,26
k_49,31,75,37,56,57,41,74,16,14,77,59,31,2,77,42,53,7,68,54,32,89,43,14,22,18,65,73,29,72,49,27,92,38,41,91,42,41,21,56,8,52,48,26,82,91,97,44,17,42,22,80,17,48,4,29,82,27,1,70,69
k_50,73,44,54,72,9,17,1,91,93,7,61,14,26,58,23,1,37,85,30,34,10,17,82,15,20,5,52,15,21,91,63,77,69,69,100,95,62,11,7,83,76,27,20,87,71,53,95,44,2,11,61,84,10,44,9,2,32,47,3,94
k_51,75,92,15,27,32,7,28,96,74,19,83,87,82,78,2,4,14,98,27,79,74,2,46,97,25,10,85,48,98,2,50,53,31,35,70,35,57,37,27,60,75,21,90,41,75,83,32,63,89,19,85,26,50,46,42,22,3,32,40,89
k_52,19,70,26,70,30,14,81,99,25,99,10,82,44,37,13,25,38,58,23,65,36,83,72,48,20,16,76,78,34,7,12,63,40,32,67,42,39,11,7,57,65,38,85,15,63,37,28,30,91,48,19,6,64,9,36,15,46,32,41,15
k_53,89,27,48,43,70,45,8,27,45,89,49,83,80,42,78,65,45,45,33,8,63,98,64,5,45,66,73,14,63,67,10,31,86,21,8,45,63,16,100,64,98,78,37,37,4,69,41,45,5,57,18,86,76,97,56,35,63,16,91,30
k_54,50,30,12,49,97,61,32,86,32,60,83,20,89,51,96,26,49,71,30,94,72,2,69,98,41,86,96,98,18,91,20,100,18,55,18,82,90,55,69,67,31,31,62,57,91,19,96,39,59,71,65,4,56,16,6,19,84,47,88,27
k_55,86,32,29,45,17,82,32,28,58,8,83,93,51,64,79,71,47,38,75,23,67,89,12,77,18,22,18,59,54,75,19,79,10,17,48,62,38,78,37,21,46,33,84,39,5,19,10,62,78,21,24,69,14,74,47,11,27,87,76,19
k_56,39,67,65,96,42,70,25,20,49,46,59,90,30,27,83,30,67,1,87,30,75,11,52,89,26,22,90,2,57,49,42,24,63,45,40,86,73,61,96,31,17,66,68,65,78,59,65,6,34,71,22,28,2,41,98,20,57,56,39,66
k_57,11,65,38,91,25,43,52,49,36,8,90,36,85,6,78,3,3,10,56,20,30,40,12,75,52,46,56,11,73,16,20,86,19,7,73,30,86,36,23,57,32,66,32,56,87,6,22,90,71,4,100,75,88,54,42,26,34,87,32,69
k_58,9,43,20,51,60,79,66,11,45,80,31,42,9,50,63,26,88,69,7,86,48,47,1,12,46,84,59,86,24,32,26,52,93,74,18,49,51,70,19,78,96,64,67,70,82,60,99,68,37,25,66,77,46,70,96,67,77,51,54,87
k_59,30,59,4,73,7,2,47,96,62,54,92,28,31,56,22,35,96,77,66,100,4,84,48,12,12,15,12,9,15,82,42,94,89,47,47,48,50,75,3,5,9,72,85,49,91,2,18,33,70,37,84,22,98,14,60,54,56,30,32,66
k_60,29,94,70,79,51,3,51,79,51,80,31,62,51,21,73,13,15,40,93,31,35,44,57,12,79,81,99,33,72,45,66,83,75,68,75,60,15,13,85,65,92,60,68,22,17,35,100,54,65,38,60,6,31,16,62,3,74,22,41,33
k_61,79,29,31,71,56,2,72,89,42,26,35,40,2,31,82,85,17,78,53,22,55,85,6,63,31,66,78,88,64,11,83,90,83,93,46,17,19,32,65,63,32,78,56,52,30,80,43,61,79,98,57,66,16,4,45,8,48,60,49,5
k_62,58,30,57,55,10,80,16,67,34,9,18,91,48,93,51,60,56,20,14,65,8,48,18,45,16,8,62,58,75,37,66,54,92,9,82,17,63,92,21,17,63,94,62,38,68,64,88,37,13,59,92,51,18,63,35,41,74,83,84,77
k_63,66,26,100,15,48,29,86,95,79,7,6,38,11,92,67,8,32,99,72,63,91,34,62,48,40,58,57,60,65,79,70,15,14,5,5,30,78,71,4,80,99,74,18,20,79,75,43,11,22,1,64,15,100,35,40,12,59,98,4,94
k_64,66,77,13,36,42,27,80,5,26,24,22,5,6,26,82,32,17,53,45,64,44,28,45,23,27,68,63,51,4,18,46,95,7,94,56,91,90,6,99,74,76,97,48,31,83,49,10,1,98,29,74,54,1,20,85,49,1,29,96,87
k_65,96,92,86,50,68,42,96,45,26,11,16,20,37,62,78,20,44,76,73,45,36,6,27,13,73,62,61,17,46,16,98,42,78,100,7,51,72,92,93,94,20,39,79,78,62,42,77,71,40,91,54,31,59,34,56,68,70,37,75,23
k_66,80,51,70,30,54,72,83,28,88,40,82,4,99,59,58,6,78,15,5,63,17,85,40,26,12,2,45,69,82,11,28,11,82,3,91,2,55,82,12,30,98,93,23,80,53,51,84,77,20,80,19,20,4,1,53,100,29,85,93,16
k_67,27,66,92,79,91,100,86,57,79,46,53,3,94,48,39,66,51,31,2,63,40,28,79,41,42,29,20,100,3,29,40,75,41,49,4,23,26,88,96,40,24,30,12,68,8,1,34,94,24,86,1,59,92,36,9,53,95,44,78,9
k_68,22,21,90,89,35,46,57,73,17,35,34,27,37,40,59,61,79,74,68,78,67,70,84,25,37,10,58,90,96,46,42,92,56,44,14,47,47,83,45,12,79,69,89,59,36,18,68,64,7,73,81,32,68,40,40,68,39,5,59,52
k_69,49,75,26,21,25,93,13,93,74,32,87,43,84,75,78,23,13,42,41,62,38,48,36,52,42,28,3,19,79,2,31,10,19,88,16,18,47,77,19,66,32,32,8,90,48,51,61,100,78,86,28,9,38,8,96,75,10,39,69,6
k_70,69,56,17,12,39,54,18,4,10,83,1,28,92,58,85,54,55,94,95,36,78,91,6,10,60,68,88,59,2,1,63,86,51,22,32,69,54,40,11,17,91,87,6,33,60,84,74,4,91,93,86,27,31,19,83,6,78,31,55,15
k_71,31,82,44,42,81,34,39,2,59,16,90,56,82,26,15,85,21,42,24,90,62,31,76,1,21,23,24,77,69,41,7,37,64,40,96,24,6,3,75,31,58,32,68,34,51,38,48,58,75,8,24,54,100,53,53,22,100,97,71,9
k_72,43,77,60,31,100,100,69,29,46,99,10,83,11,100,41,97,10,32,47,60,52,17,28,71,40,17,32,4,62,44,41,60,3,1,5,61,41,29,27,15,61,34,60,33,81,59,10,22,26,70,23,83,72,99,4,51,50,99,5,78
k_73,84,50,43,19,7,43,1,94,50,37,98,84,91,46,78,37,28,77,87,97,76,74,25,76,84,19,17,21,23,60,19,99,70,52,93,36,95,51,70,44,55,59,22,17,15,38,9,47,30,60,18,50,48,26,19,25,85,14,71,38
k_74,76,40,91,100,20,97,1,35,71,100,65,62,15,50,85,19,93,40,40,21,14,9,84,81,72,6,44,4,87,88,55,22,71,7,47,41,10,30,13,55,8,1,26,6,56,86,79,86,57,25,34,70,51,84,1,45,82,98,90,100
k_75,100,23,65,91,25,94,64,82,16,45,92,99,76,75,17,61,60,90,30,14,11,53,66,76,96,58,78,32,78,20,95,12,68,26,48,13,83,73,85,81,88,33,71,19,38,5,98,32,79,97,21,29,58,2,63,65,25,43,100,23
k_76,64,50,89,14,7,4,48,97,33,70,18,15,83,33,7,5,60,86,17,40,24,68,26,2,98,59,37,72,63,75,70,56,38,78,84,82,37,95,76,74,11,51,51,52,21,13,15,20,52,55,97,18,32,80,71,40,93,85,3,27
k_77,4,3,83,18,39,87,42,46,80,80,20,12,63,40,94,2,53,61,58,30,27,34,53,29,13,82,27,28,91,41,97,31,46,27,7,19,98,94,100,48,35,71,90,58,34,81,5,81,66,21,26,7,68,72,37,10,92,86,66,24
k_78,6,9,30,85,84,32,23,98,50,96,85,48,23,11,99,16,45,20,16,64,9,37,70,98,41,62,1,86,77,21,6,66,75,5,54,47,3,33,72,59,59,10,2,36,51,90,53,41,7,62,2,74,45,26,8,19,74,89,17,44
k_79,32,32,96,99,100,52,54,68,94,3,8,32,15,28,27,94,83,23,29,48,42,3,95,67,49,55,85,6,24,61,66,16,79,80,82,47,30,94,29,81,96,96,72,34,14,81,75,46,59,19,95,85,58,47,86,93,80,97,21,12
k_80,75,28,16,34,90,46,4,60,61,70,43,80,2,86,98,79,27,97,19,47,40,84,26,95,87,74,85,11,35,92,70,64,13,100,13,57,84,70,85,3,10,72,66,19,17,20,6,14,96,5,53,80,17,95,16,30,60,11,80,14
k_81,17,85,96,52,2,53,23,100,4,82,8,77,18,17,85,1,95,9,20,67,30,27,97,56,9,87,12,54,63,28,41,23,21,53,15,39,54,62,40,54,30,92,12,92,56,27,99,37,53,85,53,18,8,77,51,32,11,94,40,96
k_82,80,42,78,17,85,18,53,85,7,83,47,92,67,4,8,49,79,94,95,38,11,67,42,31,49,70,77,82,74,35,39,28,45,28,37,70,75,15,74,46,68,70,94,77,49,91,8,4,26,90,34,7,71,73,44,43,76,89,19,54
k_83,36,35,13,86,14,96,53,22,32,64,16,18,68,99,5,83,74,93,41,79,78,92,46,23,56,30,55,33,90,49,50,12,5,44,27,68,47,11,60,100,5,46,47,92,38,47,55,13,47,98,39,88,49,36,79,77,32,47,81,81
k_84,86,39,94,31,1,33,75,91,71,87,4,64,69,90,13,33,56,58,84,49,69,71,97,90,46,83,60,18,87,41,45,83,74,10,6,13,73,30,96,56,6,46,35,1,1,58,67,5,50,61,7,90,14,89,63,36,65,61,74,68
k_85,92,11,7,42,67,51,55,44,94,38,24,78,52,35,14,48,52,54,99,44,60,60,67,84,1,32,42,99,64,42,100,92,24,83,11,55,37,46,22,56,80,3,32,44,30,52,40,91,95,74,23,73,19,1,86,83,20,6,14,55
k_86,7,31,61,45,67,35,74,65,100,48,17,85,54,44,38,72,77,68,68,25,62,20,71,7,15,19,20,27,16,91,80,60,53,72,16,12,76,94,42,83,11,32,3,65,60,30,13,76,4,79,17,96,55,64,36,52,40,38,88,80
k_87,70,15,69,75,42,6,30,4,67,24,94,46,78,54,21,5,61,69,55,20,66,15,20,89,62,12,42,11,31,9,26,99,36,48,11,89,67,17,50,13,38,18,21,66,19,36,26,37,1,100,13,20,67,8,39,4,34,53,65,47
k_88,38,32,23,19,100,40,79,65,60,9,18,55,2,6,10,11,34,85,88,90,79,73,23,82,82,66,6,14,8,46,96,52,77,24,71,19,57,78,6,6,35,36,84,95,65,18,98,14,47,27,14,4,98,2,34,41,53,94,25,26
k_89,54,30,95,100,18,91,17,27,14,67,31,68,92,21,27,2,38,33,39,2,14,49,22,99,74,45,71,51,43,12,33,47,58,83,88,67,80,42,78,100,99,25,79,31,97,20,18,13,67,84,43,64,78,72,95,10,62,2,18,25
k_90,90,76,75,62,20,51,91,35,29,46,66,83,86,22,94,65,9,42,58,97,95,32,54,55,90,21,32,15,49,27,89,54,10,46,57,64,58,100,91,78,7,8,78,68,71,74,69,25,16,85,85,88,31,34,86,31,38,77,40,64
k_91,11,3,6,47,57,82,9,2,38,77,99,100,27,15,1,46,20,32,1,38,36,25,7,48,75,33,73,16,73,86,80,60,81,13,99,31,39,28,96,33,59,83,11,23,32,61,98,57,97,5,1,27,69,8,27,29,77,39,36,50
k_92,49,21,67,72,60,60,44,76,6,4,51,65,42,90,36,88,45,41,96,7,17,39,79,58,37,76,30,48,59,32,51,38,3,51,88,56,17,36,69,25,28,27,54,79,99,30,32,65,99,48,67,97,66,6,48,40,93,88,89,97
k_93,83,20,80,42,35,63,47,86,20,26,79,35,85,11,98,11,63,57,93,41,39,28,3,24,39,84,90,16,24,67,83,99,30,34,3,56,96,2,12,46,74,52,10,14,57,48,52,93,20,12,33,5,82,66,41,14,7,30,2,54
k_94,54,74,34,31,14,68,32,32,39,17,78,86,38,47,77,50,44,77,26,79,53,81,20,71,52,71,53,3,44,38,49,58,77,79,52,86,4,45,64,100,5,55,1,67,25,22,94,30,88,21,43,45,89,36,95,38,5,75,36,64
k_95,14,3,26,25,19,29,69,11,59,33,12,31,92,95,97,74,66,81,7,76,71,2,8,98,4,23,66,70,72,66,10,9,100,7,59,40,70,1,27,47,35,51,50,44,22,27,12,18,37,63,33,39,24,66,50,67,48,43,52,58
k_96,44,72,93,44,84,71,44,23,25,15,85,70,75,99,3,51,17,30,46,49,13,75,97,8,42,35,5,87,16,40,70,70,59,69,10,5,56,95,11,26,93,91,74,13,43,72,1,75,62,30,49,60,100,45,73,97,89,99,81,91
k_97,56,47,95,98,33,54,8,77,68,68,84,97,95,51,63,70,4,61,58,80,18,51,35,47,93,40,92,66,36,75,46,2,18,83,86,39,27,5,50,63,72,4,27,49,79,25,80,95,55,4,58,44,1,23,10,34,48,67,28,91
k_98,8,69,82,88,80,4,99,32,84,52,81,90,73,20,24,9,60,49,70,62,78,1,13,28,26,66,30,94,45,13,82,43,95,16,67,32,11,23,57,22,1,28,89,45,66,45,98,76,31,26,17,70,73,77,54,5,21,56,78,74
k_99,27,69,49,80,92,85,51,37,44,67,67,85,37,14,43,81,5,95,37,74,47,94,60,89,67,99,2,88,13,56,17,67,83,38,39,59,72,48,99,43,42,49,83,53,35,36,48,92,46,72,39,25,12,82,74,76,13,67,41,90
