commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_8,e_9
k_53,62,34,25,20,44,89,95,57,86,82,62,75,58,86,55,18,71,45,52,92,88,76,75,35,18,32,44,77,66,66,28,82,29,15,52,88,10,44,20,85,25,58,29,63,46,45,27,68,72,41,96,22,81,56,22,98,28,76,69,76,86,71,24,43,58,46,65,43,99,80,32,50,65,72,29
k_54,98,42,8,80,70,19,84,59,47,81,57,91,5,66,93,33,96,28,85,62,91,22,14,56,7,15,15,11,19,85,83,56,15,64,42,94,90,48,61,58,20,73,39,68,42,43,3,38,37,62,43,32,42,25,15,6,86,61,30,63,22,77,11,65,71,22,2,32,39,54,48,50,19,36,96
k_55,18,20,67,38,1,85,86,52,65,93,98,22,28,21,22,36,93,30,5,67,43,26,42,59,83,21,14,39,51,53,10,66,52,67,69,30,40,49,90,22,90,18,80,49,62,39,48,52,60,36,79,89,61,24,34,45,56,46,72,33,88,76,53,20,32,16,72,29,82,24,28,2,45,40,71
k_56,42,54,31,90,1,56,73,60,43,47,47,86,23,92,79,11,23,82,90,91,68,93,7,13,72,27,29,37,48,74,58,72,75,18,33,21,98,53,64,71,93,1,52,13,56,19,43,99,96,59,58,46,26,68,60,3,51,57,89,88,21,38,3,95,85,55,50,96,68,39,59,4,16,78,56
k_57,41,45,11,68,11,54,18,20,97,16,66,34,74,25,2,15,8,54,83,75,49,86,25,51,71,81,50,4,69,98,44,19,20,27,18,13,76,46,58,77,89,82,22,51,85,50,29,12,81,55,9,85,9,73,90,39,55,77,74,73,22,13,1,15,75,88,17,60,57,68,15,54,33,36,90
k_58,6,63,87,85,82,57,63,3,13,54,80,43,49,13,97,25,47,81,19,97,43,3,16,5,57,8,31,74,87,93,81,20,88,94,22,51,31,7,56,31,31,57,20,57,68,35,61,28,45,42,55,78,72,46,44,6,92,17,29,90,34,46,38,23,87,21,86,24,28,33,8,37,48,46,66
k_59,59,79,21,61,19,16,87,69,5,34,52,68,64,95,40,75,96,84,88,61,38,18,42,22,49,44,60,96,58,84,85,50,68,27,85,21,5,23,64,47,33,41,41,69,54,57,87,33,29,36,52,11,60,14,65,32,21,70,76,12,8,10,89,5,73,87,6,86,16,19,68,55,11,69,51
k_60,54,9,64,32,45,22,75,87,46,3,37,71,70,80,83,72,50,29,86,64,6,42,94,82,89,38,9,35,98,59,98,65,76,28,82,15,14,56,82,12,12,27,72,37,80,58,62,72,67,16,73,5,77,22,32,99,92,79,55,79,86,99,15,37,39,77,92,90,71,31,84,2,23,36,1
k_61,57,83,98,20,8,74,73,76,41,69,32,14,56,37,73,64,100,90,52,34,20,7,82,42,80,81,62,64,48,54,1,11,94,60,83,34,91,63,67,71,89,18,8,75,56,39,6,66,22,80,67,29,44,22,77,18,19,15,93,76,54,71,42,30,89,34,78,90,33,79,76,94,88,37,83
k_62,100,81,14,95,67,100,61,42,7,65,4,88,53,67,4,100,58,55,14,13,66,69,94,85,73,91,61,63,89,65,44,31,90,83,87,23,14,96,43,8,8,19,63,89,85,83,15,82,18,3,58,87,58,90,8,5,64,38,16,65,99,15,56,95,62,100,3,80,64,33,51,72,52,51,40
k_63,87,16,70,46,32,27,52,51,47,82,26,72,9,72,29,88,75,61,84,78,73,63,45,47,55,59,66,26,19,43,28,47,95,67,87,81,79,88,54,7,18,93,62,75,29,21,3,80,81,12,41,11,57,73,28,42,56,54,35,12,34,77,44,85,14,17,16,22,80,92,68,31,7,20,56
k_64,2,92,89,75,6,98,92,16,64,8,58,63,11,70,39,72,98,22,29,49,84,59,13,80,39,82,44,32,61,70,98,95,34,65,84,17,60,60,6,19,87,74,39,60,75,33,54,94,75,95,42,43,4,57,61,24,4,27,81,78,99,100,85,51,37,19,88,48,31,70,6,54,89,46,61
k_65,64,3,49,1,77,14,95,80,15,94,4,65,78,46,99,92,22,5,10,61,96,99,56,1,1,64,98,25,39,54,89,86,57,64,8,43,4,48,90,80,4,39,65,54,64,71,26,50,30,52,13,71,1,51,35,33,64,53,38,69,88,68,68,93,80,65,98,17,53,71,85,2,2,49,18
k_66,87,38,22,52,71,40,5,75,75,27,49,61,22,66,99,61,66,32,95,88,56,29,46,70,11,65,52,80,74,88,84,65,93,61,83,85,81,92,38,100,71,45,39,25,50,39,42,7,12,97,13,3,17,29,83,38,49,84,45,90,57,31,16,89,85,50,77,71,10,60,16,18,22,28,29
k_67,49,77,5,81,59,4,5,74,58,26,54,4,1,85,98,7,87,86,75,64,6,19,31,98,100,48,24,54,85,14,34,36,76,94,10,5,68,92,35,81,20,4,13,47,20,1,54,28,97,31,97,67,80,42,63,16,22,56,40,18,15,19,53,61,86,88,50,24,1,87,99,14,33,21,1
k_68,20,65,32,30,1,21,65,32,80,3,59,45,10,39,90,67,45,2,48,41,55,51,53,1,88,35,69,45,41,65,19,92,67,81,27,19,88,80,88,29,13,59,84,47,80,64,96,93,28,88,39,39,80,88,1,40,22,61,10,85,30,79,36,11,99,30,49,94,80,64,71,80,51,17,21
k_69,62,50,60,21,73,76,3,20,79,6,73,89,80,67,86,75,25,6,69,2,36,69,90,91,3,71,77,42,19,79,76,4,28,55,89,68,20,31,98,86,52,4,11,82,17,5,15,68,56,58,27,90,9,82,35,53,88,17,42,65,15,73,66,55,72,92,41,81,82,3,56,88,78,82,11
k_70,44,15,7,19,97,64,96,61,94,20,35,55,91,79,18,82,70,30,100,93,75,66,47,23,45,88,100,38,46,8,62,73,67,35,71,24,10,8,15,95,89,53,90,23,92,36,85,59,93,22,48,79,39,26,46,85,31,1,98,57,70,35,83,39,23,17,11,2,68,30,71,42,46,7,54
k_71,56,80,36,83,64,44,77,90,52,56,35,78,80,70,6,26,33,34,26,72,59,38,2,57,63,28,78,53,100,46,52,43,15,98,61,79,85,92,68,5,95,93,82,41,9,75,91,8,83,18,25,72,90,59,59,82,64,22,26,47,52,66,23,100,14,70,48,86,64,91,17,3,19,55,39
k_72,52,45,92,71,17,73,53,31,66,38,53,99,33,64,31,81,66,51,67,93,33,8,15,14,30,34,66,76,69,39,63,62,75,32,13,50,96,28,31,96,86,88,71,19,46,80,98,32,2,88,53,21,71,56,10,31,65,4,50,24,100,77,51,48,52,22,76,93,89,17,32,1,85,41,46
k_73,32,18,7,54,45,95,44,13,78,95,100,16,14,72,94,84,72,4,70,85,43,84,21,51,39,37,44,79,52,72,11,26,43,86,16,33,45,55,16,18,73,96,64,33,59,24,70,53,25,13,62,73,70,54,75,83,77,29,64,4,64,63,33,97,82,27,94,64,53,59,66,18,51,28,51
k_74,62,14,59,72,32,50,73,79,50,75,43,19,74,11,92,75,83,59,34,14,38,80,17,16,89,41,48,53,76,36,26,23,13,39,74,95,97,91,94,32,25,44,6,96,68,71,27,82,70,25,84,92,62,53,25,5,75,23,34,89,52,32,77,33,90,5,70,62,72,91,93,43,85,62,17
k_75,32,30,14,84,47,7,54,51,39,31,97,82,4,52,79,34,10,59,55,15,68,90,80,36,86,46,28,24,22,23,85,75,23,64,14,87,11,97,85,42,67,82,74,12,91,32,21,1,48,56,25,61,87,80,87,33,1,25,45,96,19,12,97,14,62,89,18,44,65,22,62,62,41,58,98
k_76,23,34,49,98,36,38,84,68,29,9,51,70,5,61,1,33,50,26,97,12,88,17,33,77,87,4,88,33,95,32,74,20,44,27,33,41,37,22,76,98,90,65,86,3,63,10,44,9,16,28,57,36,20,24,90,27,44,59,83,30,16,80,93,38,13,75,5,12,47,27,74,29,68,32,56
k_77,54,65,26,60,43,53,40,9,7,58,22,23,66,56,6,95,77,55,15,56,56,60,53,45,35,72,71,85,14,77,54,63,22,20,93,82,34,46,53,54,1,91,1,92,73,28,29,39,69,65,11,99,50,2,95,55,93,45,72,90,99,66,10,54,94,24,27,13,16,60,80,87,13,19,15
k_78,71,33,56,77,60,11,59,34,14,32,68,73,80,13,85,93,7,83,24,3,66,75,65,1,17,47,62,12,73,82,85,63,85,28,20,25,27,62,81,33,82,9,5,56,43,2,57,34,23,52,63,56,1,85,66,53,9,12,3,60,6,40,46,74,39,71,84,18,71,79,58,18,67,57,5
k_79,90,59,36,9,11,24,99,62,90,78,97,79,10,54,43,44,89,84,58,90,87,30,30,68,21,47,15,54,74,40,4,88,94,7,35,79,68,26,87,63,11,4,41,64,34,29,41,57,58,29,35,2,96,48,8,95,70,35,64,88,24,23,40,43,100,80,13,83,28,28,58,97,83,85,21
k_80,63,61,90,62,41,95,99,41,53,25,80,73,80,8,49,67,8,10,43,40,6,55,33,33,65,37,74,40,76,47,17,77,30,87,82,36,15,20,59,17,69,48,40,30,33,70,89,73,79,24,72,40,92,28,49,83,80,54,35,25,68,46,14,9,43,55,14,33,12,8,6,62,73,73,80
k_81,40,46,80,70,41,21,64,94,96,82,27,87,37,40,87,13,40,18,96,6,8,47,51,16,99,3,98,90,6,82,77,38,70,49,29,83,60,19,18,8,8,48,39,17,47,13,38,26,80,87,88,89,59,96,88,43,44,60,64,75,53,53,68,72,41,11,24,77,5,100,79,22,61,33,66
k_82,3,82,7,82,86,91,88,6,42,71,18,32,24,95,27,87,88,69,55,52,66,46,10,80,44,53,73,84,51,55,2,95,89,49,71,20,36,97,95,54,39,9,33,51,11,40,72,77,17,95,84,61,89,77,61,7,7,38,39,51,53,63,55,70,76,62,50,100,44,44,100,45,30,98,11
k_83,56,15,78,69,29,63,3,67,12,32,84,69,77,8,34,1,21,9,25,40,50,46,54,6,19,29,77,81,80,69,96,87,84,81,37,41,85,36,10,6,37,58,72,43,80,63,98,21,18,100,24,47,23,49,64,63,71,91,8,65,48,70,52,23,54,97,32,100,53,60,33,55,25,42,61
k_84,54,90,29,40,28,46,9,70,62,82,6,63,3,84,73,82,93,15,81,42,11,33,37,97,28,11,94,30,49,42,54,67,67,93,100,29,55,74,65,19,62,83,36,76,15,33,10,51,19,13,25,53,6,91,52,48,13,63,97,84,74,48,94,88,8,99,1,26,57,18,82,24,23,36,18
k_85,61,43,47,7,88,93,59,23,11,32,56,46,23,97,75,44,79,35,44,96,18,73,98,53,45,1,26,66,77,75,37,40,5,15,72,4,11,18,92,22,2,77,63,75,5,64,87,75,95,7,2,95,92,37,20,97,48,25,57,37,69,47,94,43,46,89,64,85,18,7,5,70,86,21,2
