commodity,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_50,e_51,e_52,e_53,e_54,e_55,e_56,e_57,e_58,e_59,e_6,e_60,e_61,e_62,e_63,e_64,e_65,e_66,e_67,e_68,e_69,e_7,e_70,e_71,e_72,e_73,e_74,e_75,e_76,e_77,e_78,e_79,e_8,e_80,e_81,e_82,e_83,e_84,e_85,e_86,e_87,e_88,e_89,e_9,e_90,e_91,e_92,e_93,e_94
k_13,55,18,20,99,73,98,36,20,47,20,22,16,10,18,1,17,68,30,47,26,89,19,52,26,41,16,50,91,48,60,53,29,8,15,97,67,57,20,13,38,68,38,4,92,8,18,22,50,69,15,19,22,11,72,66,63,74,43,63,79,46,100,98,78,88,24,81,1,53,7,39,57,58,78,10,20,11,12,27,18,17,63,53,54,99,71,44,11,34,57,42,23,76,52,3
k_14,68,2,73,86,23,6,37,51,89,17,44,88,67,39,22,18,64,60,64,80,88,51,22,81,81,9,30,49,65,72,31,79,19,82,38,17,100,29,8,100,6,50,4,100,89,74,92,20,41,75,3,93,66,41,13,100,97,59,99,64,19,81,20,9,42,67,82,43,76,39,8,83,6,6,19,26,72,71,40,10,1,20,37,54,79,28,7,92,63,34,47,23,4,23,39
k_15,82,82,62,29,36,96,33,70,34,55,40,45,50,99,74,11,83,85,30,75,85,62,12,87,46,69,72,15,53,96,36,48,5,35,19,35,69,100,26,68,55,83,26,10,39,26,29,37,95,70,9,96,94,7,100,2,29,82,36,85,68,98,62,19,73,36,59,67,58,36,28,12,88,14,26,40,52,64,33,86,2,49,32,76,91,31,88,55,15,74,95,76,23,37,7
k_16,55,14,40,36,10,94,40,45,98,87,58,77,36,43,47,48,89,89,10,72,99,85,81,5,31,61,71,98,1,78,15,69,1,57,16,38,74,99,4,95,59,16,60,88,37,2,3,21,61,53,46,11,2,4,43,57,95,82,86,76,72,57,30,62,2,72,21,32,90,44,29,11,77,87,89,45,78,25,43,90,77,44,39,76,49,64,99,2,79,98,77,45,45,35,5
k_17,46,76,25,56,7,1,82,32,76,67,7,90,17,19,15,29,95,28,17,21,2,71,54,98,46,18,65,12,83,96,76,74,8,84,76,61,17,86,95,14,88,4,24,4,83,30,80,24,5,54,49,38,100,45,68,3,10,52,100,30,86,80,8,40,47,64,48,58,60,93,35,81,96,4,69,56,68,18,30,7,10,85,30,81,11,89,32,76,53,74,2,73,42,1,51
k_18,38,98,44,23,14,93,16,46,82,45,88,74,5,98,12,75,100,38,91,25,48,40,21,14,87,1,14,81,80,84,100,38,87,89,65,58,91,35,62,7,12,27,2,41,82,80,57,31,16,12,33,67,77,2,55,12,89,33,83,82,13,72,25,16,66,83,25,26,42,38,97,37,77,93,99,56,9,45,93,98,31,81,26,29,18,93,72,94,74,71,41,93,77,12,45
k_19,11,5,24,30,26,67,39,89,67,42,20,97,11,58,27,11,13,95,65,83,85,27,37,2,56,91,55,5,49,98,9,40,53,65,74,71,17,20,67,54,28,49,39,13,93,47,23,100,9,15,87,98,51,34,93,13,98,11,25,32,31,44,92,96,12,2,91,32,41,67,11,6,59,88,60,39,38,61,87,26,39,25,9,38,8,7,2,87,99,92,29,5,71,59,63
k_20,70,40,66,57,100,34,27,50,30,51,64,78,26,27,8,39,30,93,32,96,42,73,99,77,77,81,54,14,6,24,75,38,84,93,72,39,74,61,15,34,98,87,18,64,50,77,13,3,16,81,32,63,21,5,63,58,81,24,49,94,84,67,15,33,55,68,32,29,96,53,59,7,24,1,31,11,59,45,22,52,5,71,28,21,47,62,47,71,48,28,7,48,50,13,30
k_21,59,58,100,53,74,62,43,55,27,83,88,67,53,75,81,83,41,70,30,97,94,8,29,30,77,9,75,71,7,63,10,99,32,48,62,26,2,17,41,15,8,87,88,33,95,46,34,79,35,57,45,33,51,72,23,23,40,9,64,54,82,27,32,44,7,96,47,82,15,15,59,74,58,42,59,4,27,97,29,54,17,15,78,41,1,17,72,45,31,100,37,27,26,15,20
k_22,1,13,52,73,18,42,58,66,22,56,82,95,57,96,16,58,27,27,86,48,42,6,68,75,8,68,75,78,34,97,67,74,48,32,19,32,19,52,95,33,97,35,2,15,44,17,17,25,97,40,55,26,15,51,70,95,58,95,38,56,12,34,61,50,38,90,63,33,24,70,73,68,59,29,43,5,81,41,55,53,52,88,69,42,45,41,11,28,2,7,74,82,62,12,61
k_23,47,77,45,84,58,4,60,37,96,85,30,83,82,87,5,48,87,98,22,45,28,29,5,56,11,89,34,1,7,18,1,68,66,96,71,96,66,41,97,42,55,79,41,86,83,58,59,20,97,62,3,28,28,43,30,44,48,28,25,30,13,71,8,75,27,21,86,32,24,24,29,54,51,82,45,48,51,38,28,82,9,54,18,10,91,100,87,12,78,92,36,22,61,62,23
k_24,63,63,55,84,90,5,16,89,70,91,98,72,75,57,13,53,72,96,29,86,56,69,60,77,21,72,6,25,70,43,42,69,36,100,78,21,38,43,85,64,39,19,21,13,97,34,62,56,48,81,6,21,12,62,56,52,11,5,40,49,48,7,82,28,20,90,44,54,90,11,41,24,15,48,19,53,87,3,49,78,32,54,76,99,100,95,21,58,76,3,44,94,34,80,100
k_25,82,18,97,98,73,86,38,58,60,59,92,30,24,27,84,5,77,39,74,85,54,69,80,14,77,41,50,43,45,8,81,45,30,3,75,74,59,95,5,27,65,46,75,71,21,82,77,45,53,51,43,33,64,19,90,64,71,86,83,31,76,28,5,89,27,49,97,53,63,99,95,28,95,90,30,9,84,5,69,30,87,21,41,92,16,27,56,97,76,34,67,70,38,44,66
k_26,54,32,20,65,99,60,41,24,57,71,90,30,49,59,36,9,35,70,90,61,78,20,46,95,72,62,37,8,58,35,69,86,62,46,71,47,75,5,89,88,82,55,14,10,95,55,43,63,90,96,16,83,24,73,58,45,72,86,100,86,68,11,61,12,79,72,19,13,99,82,9,23,52,78,11,76,93,96,73,68,40,13,99,81,19,18,2,5,36,26,51,78,73,44,17
k_27,99,77,50,49,49,37,44,16,97,92,44,47,9,81,30,23,22,36,12,89,51,7,54,20,75,43,72,52,58,3,7,3,5,92,81,36,24,21,74,74,37,15,75,80,36,54,29,72,48,100,64,75,37,73,86,94,96,55,31,37,86,55,25,71,90,6,85,71,45,38,16,29,21,67,98,59,16,55,87,19,90,61,55,39,25,87,48,40,54,75,7,62,62,94,18
k_28,43,7,28,44,55,48,64,32,72,62,88,29,42,58,98,69,45,78,95,98,16,36,92,100,89,16,95,20,76,44,69,25,30,34,78,49,21,13,63,94,29,81,67,56,54,70,72,98,67,87,83,83,100,39,18,56,95,90,90,78,2,72,87,32,57,78,12,52,5,63,69,28,76,21,45,89,18,22,28,30,94,63,5,58,94,90,40,36,91,3,32,90,61,15,51
k_29,3,98,27,72,81,61,82,69,55,70,12,2,55,86,29,29,8,44,11,10,9,53,45,9,90,58,92,49,50,6,78,82,50,73,66,23,48,62,99,12,24,58,41,22,14,73,56,58,18,98,62,48,19,29,18,5,43,69,2,70,80,78,52,93,67,39,98,23,93,11,68,65,77,30,75,73,67,36,55,21,25,20,64,73,51,82,7,41,52,70,37,2,100,100,45
k_30,25,32,18,95,30,91,18,96,99,95,65,19,1,63,65,3,12,29,67,19,84,58,3,29,80,85,60,80,73,55,43,72,52,12,23,8,23,69,16,5,2,16,99,62,3,88,78,9,9,76,98,73,100,72,75,10,26,45,64,65,89,81,7,32,62,44,41,5,30,17,32,50,14,98,66,6,16,24,28,91,25,55,16,51,92,55,93,80,4,41,23,15,74,43,39
k_31,79,46,60,10,40,41,83,25,5,17,91,34,54,85,55,65,43,15,33,28,88,43,71,21,94,64,7,31,93,95,77,18,69,57,67,72,14,46,1,74,65,43,36,40,82,90,94,68,21,12,78,55,51,46,27,42,100,41,83,32,81,3,6,40,12,64,81,33,6,74,68,45,51,91,52,73,36,97,63,77,5,60,53,87,56,82,35,86,57,55,43,61,90,15,48
k_32,64,94,19,94,96,7,41,23,41,59,83,27,78,2,3,30,70,16,11,50,85,30,46,92,30,33,27,90,69,11,91,24,31,86,51,5,46,91,2,83,98,63,75,47,16,55,8,6,96,10,61,57,14,70,9,88,32,28,65,98,66,4,10,3,27,55,14,57,66,54,95,97,13,34,1,38,31,51,28,74,27,86,2,78,23,80,99,3,11,65,63,30,17,1,54
k_33,61,15,69,55,40,70,29,3,44,100,100,5,48,44,95,34,69,98,22,38,9,93,80,69,51,39,44,50,75,99,86,46,75,86,54,90,60,1,17,15,12,74,29,86,18,44,2,33,86,94,78,23,97,85,40,40,25,4,88,7,51,59,68,61,99,32,86,85,58,23,75,72,41,44,29,18,81,56,12,35,6,92,40,19,68,13,20,35,65,40,72,13,20,6,92
k_34,88,72,82,16,42,45,70,69,53,43,94,81,87,36,79,49,21,38,82,62,29,8,90,79,8,83,92,22,73,43,64,39,77,27,83,71,28,72,33,98,24,28,61,75,22,52,94,7,70,53,74,21,24,16,5,99,46,89,58,66,34,97,79,100,71,14,79,16,90,26,80,89,41,14,92,37,44,36,96,47,57,14,3,90,68,65,2,88,99,93,69,20,44,36,62
k_35,16,11,60,12,70,71,95,34,87,73,18,53,64,24,47,54,74,85,46,69,21,1,77,56,90,35,51,45,25,76,5,79,11,1,53,77,21,75,35,76,98,90,50,32,14,66,22,64,16,69,4,41,86,80,40,49,38,73,30,74,6,84,35,29,58,87,14,46,93,19,41,23,19,86,84,19,60,20,3,39,67,15,92,11,63,62,13,26,69,90,36,65,50,3,25
k_36,8,21,13,77,42,20,70,10,51,27,54,30,21,34,71,64,89,24,92,21,65,60,14,15,11,79,48,73,27,34,12,36,46,68,41,65,63,51,14,36,32,19,82,99,98,15,39,63,65,88,36,14,30,66,4,23,37,86,13,11,42,67,99,19,58,48,80,39,75,18,73,38,54,35,93,25,13,31,60,49,95,65,42,80,18,96,90,88,21,77,82,4,17,5,85
k_37,40,45,82,27,80,68,36,68,93,33,22,63,56,71,25,18,28,84,82,87,86,28,84,65,42,91,41,34,66,40,26,88,73,90,79,22,82,53,53,42,38,86,99,30,73,96,14,1,80,28,78,23,88,27,32,84,93,48,91,83,31,100,18,24,68,74,10,69,10,4,39,92,93,79,85,49,72,66,79,90,79,83,76,28,14,99,10,31,89,45,6,23,66,19,5
k_38,7,29,48,65,14,11,35,59,89,50,57,62,72,11,92,30,48,70,49,6,87,93,67,67,99,70,4,47,2,42,36,40,42,60,86,64,44,10,3,3,43,88,29,61,33,28,17,91,18,74,14,93,72,12,33,85,7,92,83,76,67,13,46,99,61,37,69,87,47,50,78,19,73,31,28,3,56,39,83,72,80,12,58,56,23,47,3,50,2,56,48,11,44,22,62
k_39,79,87,38,2,84,89,82,3,53,65,98,32,65,41,2,74,5,36,14,52,10,70,99,65,34,6,89,14,31,25,3,20,71,89,52,94,29,49,32,31,39,41,75,12,52,11,37,84,92,17,1,60,45,2,21,31,74,11,96,66,35,84,63,99,45,10,36,21,58,62,6,23,59,45,51,46,98,20,77,88,72,69,51,53,84,3,78,17,100,1,88,23,14,56,52
k_40,97,36,82,46,90,39,73,53,57,42,93,62,63,82,67,39,43,82,34,72,20,83,94,46,71,62,41,25,91,38,10,36,9,59,40,6,47,43,52,22,53,82,59,10,28,57,1,8,25,55,53,47,28,89,20,89,60,56,64,48,54,30,26,87,79,91,57,58,34,17,45,77,43,25,91,28,17,21,31,72,54,24,84,12,2,10,63,27,90,40,51,35,62,1,33
k_41,60,49,84,40,59,1,63,40,83,67,46,75,23,92,38,24,69,49,32,40,5,27,54,83,6,44,13,77,71,23,83,67,13,37,9,24,51,99,94,58,56,30,69,96,92,45,73,17,27,62,39,54,84,89,1,30,34,33,86,20,66,8,84,6,44,12,2,7,74,36,13,32,48,45,51,18,92,44,100,39,13,95,64,60,28,13,85,79,24,82,14,21,55,4,56
k_42,81,67,99,64,70,68,13,2,91,82,54,18,59,35,96,31,18,83,35,15,14,59,45,25,14,78,15,87,29,81,87,70,82,82,80,24,26,7,74,99,14,92,1,16,5,73,34,72,94,55,49,78,62,47,11,87,68,77,86,66,85,52,35,58,42,66,99,60,48,98,62,73,80,89,100,15,11,77,18,60,80,37,33,76,26,85,77,17,5,23,74,90,5,27,60
k_43,39,65,77,92,54,86,46,27,97,30,77,1,88,6,37,70,84,49,19,34,12,17,50,35,74,68,34,73,81,55,88,48,15,15,76,67,35,81,18,57,8,14,89,78,33,70,65,35,39,82,61,78,39,25,63,27,58,16,26,60,77,65,55,18,52,48,39,25,9,52,11,9,83,83,94,16,30,99,82,36,33,10,40,19,80,6,32,64,13,37,3,64,16,57,22
k_44,41,20,50,33,26,81,84,70,99,62,78,41,79,60,89,88,72,5,96,54,75,81,92,73,61,75,10,62,57,47,85,31,63,54,74,9,73,62,100,37,48,69,90,87,87,52,25,94,31,75,99,18,14,27,45,19,68,1,64,15,58,76,24,36,15,44,62,8,46,5,89,62,13,31,15,26,34,36,41,59,73,86,27,81,80,58,12,29,13,24,90,85,7,20,79
k_45,73,12,8,92,67,75,57,1,74,56,31,46,31,34,44,59,69,5,81,36,74,44,97,53,48,60,47,96,4,64,42,28,39,60,78,77,76,80,76,4,11,66,50,24,53,10,97,26,72,78,39,7,89,8,34,2,23,27,34,44,85,60,55,42,100,71,79,91,46,97,70,12,75,70,98,67,19,63,95,3,12,36,26,67,23,65,37,19,52,34,28,60,20,98,47
k_46,88,63,100,70,56,10,5,86,44,82,57,49,21,31,72,59,3,55,94,58,88,86,32,69,97,18,5,49,81,19,36,25,51,4,34,87,85,84,31,63,9,100,8,68,83,1,25,77,49,48,28,3,14,4,30,94,50,50,53,17,55,86,82,55,24,53,31,21,1,41,19,90,82,36,3,57,51,25,49,76,16,49,21,32,64,81,92,9,30,25,47,44,65,83,44
k_47,15,25,88,92,81,58,78,67,54,72,29,50,88,38,11,33,99,52,69,11,91,20,23,53,52,36,2,98,69,43,42,72,48,46,10,83,2,66,18,50,95,81,39,55,33,54,22,5,69,93,11,50,65,24,2,50,47,78,16,78,83,76,25,20,84,98,27,85,38,83,97,95,43,58,31,73,5,57,41,6,28,16,12,52,28,51,93,88,10,14,30,75,75,41,8
k_48,58,96,63,19,43,4,31,24,11,61,46,36,77,68,21,18,71,49,60,39,24,69,72,75,63,33,19,4,53,11,40,47,99,92,70,15,57,10,56,55,56,25,12,46,54,37,5,98,24,16,92,74,20,35,56,62,90,61,16,72,10,65,40,63,35,12,34,73,83,4,71,58,13,13,94,13,58,2,34,63,91,24,94,81,64,35,6,64,29,27,49,54,25,98,54
k_49,59,42,6,42,34,81,100,27,91,79,65,91,58,52,89,95,14,30,4,48,21,84,86,83,38,38,16,77,47,17,47,55,21,46,1,93,45,7,13,45,38,40,26,75,15,6,66,99,19,89,36,47,74,37,47,14,6,18,58,57,18,26,67,89,17,28,26,23,99,20,40,82,1,33,51,66,18,100,88,73,48,100,19,54,39,17,69,34,36,74,46,63,73,19,66
k_50,10,26,2,65,43,85,73,51,40,35,53,90,13,68,21,18,5,1,37,71,79,26,17,87,21,69,33,9,91,87,33,22,26,53,91,42,42,64,65,14,72,27,25,97,32,70,72,21,26,31,18,19,93,46,82,5,20,86,22,83,35,89,23,34,80,76,98,68,57,4,57,12,89,85,86,20,19,100,96,22,68,87,46,68,35,75,85,1,19,55,11,65,72,73,12
k_51,48,66,93,39,30,90,9,24,13,13,95,32,64,29,27,30,3,56,69,85,83,93,38,31,18,60,89,10,10,24,29,36,65,27,51,78,13,33,25,9,90,96,69,87,23,28,88,49,1,43,94,52,73,21,19,57,75,60,92,35,18,98,9,24,16,33,86,49,47,20,78,14,67,57,6,79,38,89,66,81,66,6,88,93,61,24,40,63,7,87,30,51,86,96,48
k_52,52,22,67,4,95,41,11,95,56,52,20,90,19,90,28,29,94,77,8,40,91,99,10,77,56,48,14,37,7,81,37,93,93,74,66,86,12,91,56,53,25,57,73,41,81,14,52,76,44,59,33,6,93,42,88,30,21,19,52,67,87,40,24,18,4,66,18,57,2,32,97,79,30,57,31,39,19,93,97,11,79,61,39,35,46,28,87,61,67,36,29,69,90,81,83
k_53,22,31,42,39,18,10,64,84,38,82,21,13,49,78,97,34,23,85,25,63,55,49,62,38,99,37,5,97,9,7,78,1,36,39,25,41,32,11,78,33,2,30,5,82,35,96,59,34,56,95,12,10,71,53,99,50,27,80,37,16,96,25,36,57,67,9,59,34,29,19,51,30,47,24,92,73,81,75,7,96,43,75,9,55,1,77,45,44,8,80,36,31,71,33,18
k_54,66,35,90,37,61,9,46,72,10,13,47,57,4,34,80,68,64,79,64,10,34,86,86,10,9,80,24,80,2,7,40,29,22,35,24,51,3,62,92,21,21,50,53,13,87,2,73,30,58,44,11,89,90,77,43,100,87,32,100,63,89,63,66,50,96,2,96,50,99,47,50,16,39,65,71,88,32,80,98,100,74,67,29,63,18,38,99,62,62,46,54,22,2,69,15
k_55,69,89,76,32,67,17,3,94,95,12,13,27,46,94,88,64,72,61,84,32,8,22,86,80,2,96,58,61,13,78,36,31,5,66,47,25,22,9,99,73,8,72,40,99,47,8,70,52,98,64,35,20,78,62,92,55,89,86,95,25,19,58,98,33,17,8,15,84,80,18,67,28,8,74,17,35,36,12,95,8,57,61,24,10,67,6,60,46,88,49,23,35,86,76,84
k_56,23,1,54,88,19,41,96,86,15,73,27,89,35,52,4,100,44,29,61,75,70,20,85,18,66,7,69,40,39,50,92,84,76,50,8,60,67,86,100,22,96,51,60,46,20,81,78,42,16,81,3,70,82,5,65,38,18,22,64,80,34,79,70,1,44,78,74,64,29,19,53,61,56,72,68,50,39,15,58,34,38,97,80,6,67,42,95,11,93,7,20,60,3,48,87
k_57,100,38,96,40,28,51,20,33,83,83,90,40,78,81,6,51,59,6,87,30,13,89,2,31,58,75,85,15,71,85,48,26,4,29,60,39,60,15,74,58,1,10,24,11,9,31,31,43,14,55,56,68,33,68,13,88,62,62,76,41,44,2,79,26,22,57,18,59,15,6,90,8,2,14,3,73,5,63,48,5,81,71,67,77,1,90,64,100,94,53,60,73,54,51,62
k_58,62,2,64,22,25,50,91,97,18,86,54,11,87,66,40,44,93,33,14,8,36,28,60,66,18,18,5,99,97,49,57,21,52,96,16,86,60,52,84,70,7,5,81,73,49,59,31,52,68,9,42,4,40,68,6,84,10,94,94,60,6,21,43,94,9,41,74,42,30,45,74,20,78,32,96,96,54,70,41,41,78,98,61,71,81,44,57,51,100,18,30,6,38,24,17
k_59,4,99,3,43,54,53,3,28,56,9,3,25,17,79,84,32,84,92,74,44,20,42,57,81,82,56,56,56,70,75,8,27,5,10,93,90,4,7,66,47,16,66,91,12,88,84,88,42,74,52,1,71,70,80,76,22,65,41,79,54,72,2,5,87,87,52,59,87,95,47,26,99,61,57,27,100,92,100,72,31,31,31,74,30,29,54,15,58,85,96,56,84,8,36,99
k_60,42,24,97,52,71,48,36,40,99,47,62,21,97,44,54,67,80,46,12,17,65,92,34,56,39,63,84,39,51,43,1,49,29,16,8,15,23,40,33,99,49,6,98,28,81,81,31,99,27,37,78,77,65,80,82,8,82,32,76,13,78,73,9,47,65,96,70,61,43,31,35,5,68,77,11,51,22,75,44,24,27,97,3,6,26,78,35,60,64,10,98,63,36,30,61
k_61,53,31,1,92,45,95,94,60,9,6,4,1,89,42,47,68,85,53,71,10,71,97,85,19,2,52,45,93,77,18,72,93,55,89,2,13,38,40,52,48,60,59,44,63,81,8,44,52,3,47,65,44,78,68,42,78,71,33,12,7,75,58,18,5,66,45,45,58,12,21,81,14,79,52,8,14,40,8,40,36,47,83,14,71,90,66,7,97,31,24,24,88,49,70,22
k_62,15,84,53,40,5,74,59,73,49,84,69,39,58,13,80,99,43,57,6,70,81,77,28,40,57,53,28,89,62,32,73,73,42,70,55,43,7,61,14,1,44,54,22,66,37,52,7,16,91,9,13,78,94,67,90,39,71,91,70,45,91,44,22,5,73,60,36,6,60,44,95,75,44,76,99,13,81,4,82,44,34,10,17,64,8,50,55,34,84,20,81,82,38,7,85
k_63,92,8,38,9,26,34,14,80,80,61,28,47,86,15,67,50,85,13,28,83,22,64,25,4,15,18,84,63,19,73,43,32,8,51,24,6,55,95,89,96,28,89,77,36,64,28,4,25,56,54,4,6,34,91,54,72,6,67,3,82,71,49,51,33,31,95,56,51,13,92,76,71,73,29,18,98,26,100,19,20,79,68,93,61,22,33,92,93,32,36,25,76,93,64,8
k_64,38,49,11,59,95,38,11,87,60,62,25,50,85,54,68,1,63,30,92,99,74,15,30,96,63,24,52,71,58,92,61,2,46,28,37,23,26,53,7,85,76,95,68,74,17,67,22,55,2,6,18,49,35,85,36,19,7,97,29,72,69,72,97,7,34,17,20,22,20,85,45,44,7,11,98,89,20,78,65,98,75,62,14,36,41,35,4,92,99,21,26,71,40,58,78
k_65,76,94,13,79,44,94,61,14,3,9,7,47,67,73,33,2,13,27,55,31,64,38,18,15,91,68,96,86,22,14,30,60,73,93,94,82,10,75,38,95,1,94,37,3,70,33,84,12,53,44,9,17,69,70,78,5,30,70,5,54,58,7,4,42,80,59,79,63,42,66,76,79,69,21,33,16,19,49,73,75,7,19,22,18,24,47,35,73,91,27,1,37,84,91,95
k_66,64,17,95,89,23,55,79,85,51,7,34,97,8,51,79,66,21,49,67,32,71,80,39,61,7,79,87,67,98,1,35,30,48,12,100,78,73,51,33,17,8,44,16,83,86,1,23,86,76,7,92,8,91,6,59,68,41,77,82,46,51,90,92,72,54,79,21,96,47,71,98,86,89,87,2,33,36,61,67,62,1,61,95,91,7,29,8,16,87,26,57,7,70,76,33
k_67,57,52,22,36,81,55,30,66,2,67,76,93,96,37,83,24,42,36,68,41,72,17,40,62,50,85,93,24,9,21,50,16,29,74,2,83,91,65,47,12,35,72,21,5,35,76,51,24,61,51,19,6,82,27,81,40,82,56,75,75,87,25,100,9,3,97,57,98,1,54,68,44,56,56,15,50,1,61,44,47,45,77,11,40,53,79,40,75,78,61,82,11,97,26,63
